date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-02-11,19:15,Wednesday,Kohat Enclave,Red Line,273,286,-13,G-05,1,0,Foggy
2026-01-18,17:15,Sunday,Rithala,Red Line,26,28,-2,G-04,1,1,Rainy
2026-02-26,17:45,Thursday,Shastri Nagar,Red Line,42,46,-4,G-04,1,1,Foggy
2026-01-30,08:30,Friday,Noida Sector 15,Blue Line,249,188,61,G-03,1,0,Smoggy
2026-01-20,16:00,Tuesday,INA,Yellow Line,121,109,12,G-03,0,0,Clear
2026-01-30,09:15,Friday,Kalkaji Mandir,Violet Line,189,147,42,G-02,1,0,Cloudy
2026-01-12,17:45,Monday,Moti Nagar,Blue Line,97,97,0,G-07,1,0,Clear
2026-01-12,14:45,Monday,Race Course,Yellow Line,48,52,-4,G-04,0,0,Cloudy
2026-02-05,18:15,Thursday,Ashok Park Main,Green Line,125,121,4,G-07,1,0,Clear
2026-01-29,15:15,Thursday,Maharaja Surajmal Stadium,Green Line,74,74,0,G-06,0,0,Cloudy
2026-01-31,07:45,Saturday,Vishwavidyalaya,Yellow Line,189,218,-29,G-01,0,0,Clear
2026-02-26,20:45,Thursday,Nangloi Railway Station,Green Line,25,26,-1,G-05,0,1,Clear
2026-02-11,09:30,Wednesday,Maharaja Surajmal Stadium,Green Line,105,63,42,G-03,1,0,Rainy
2026-02-23,21:45,Monday,Chawri Bazar,Yellow Line,43,49,-6,G-02,0,0,Clear
2026-02-26,19:00,Thursday,Tughlakabad,Violet Line,27,35,-8,G-01,1,1,Foggy
2026-02-07,10:45,Saturday,Jangpura,Violet Line,157,207,-50,G-02,1,0,Smoggy
2026-01-30,07:45,Friday,Kohat Enclave,Red Line,168,145,23,G-02,0,0,Clear
2026-01-08,21:30,Thursday,Welcome,Red Line,32,34,-2,G-05,0,0,Clear
2026-01-11,20:30,Sunday,Nangloi Railway Station,Green Line,23,28,-5,G-02,0,1,Cloudy
2026-01-15,20:45,Thursday,Udyog Bhawan,Yellow Line,138,133,5,G-02,0,0,Rainy
2026-01-03,22:00,Saturday,Shahdara,Red Line,21,20,1,G-02,0,0,Foggy
2026-01-01,18:15,Thursday,Janakpuri West,Blue Line,501,531,-30,G-04,1,0,Foggy
2026-01-01,23:15,Thursday,Hauz Khas,Yellow Line,82,84,-2,G-02,0,0,Foggy
2026-02-28,07:45,Saturday,Paschim Vihar West,Green Line,115,100,15,G-05,0,0,Clear
2026-01-16,15:00,Friday,Nangloi Railway Station,Green Line,40,30,10,G-05,0,0,Smoggy
2026-01-10,06:30,Saturday,Malviya Nagar,Yellow Line,51,43,8,G-02,0,0,Foggy
2026-02-27,23:00,Friday,Noida City Centre,Blue Line,109,83,26,G-03,0,0,Cloudy
2026-01-25,07:45,Sunday,Noida Sector 15,Blue Line,24,19,5,G-06,0,1,Clear
2026-02-23,09:00,Monday,Jahangirpuri,Yellow Line,154,188,-34,G-02,1,0,Cloudy
2026-02-23,18:15,Monday,Hauz Khas,Yellow Line,718,781,-63,G-06,1,0,Cloudy
2026-02-20,22:15,Friday,Dwarka Sector 21,Blue Line,119,105,14,G-06,0,0,Clear
2026-01-10,22:45,Saturday,Jahangirpuri,Yellow Line,40,44,-4,G-04,0,0,Foggy
2026-01-31,16:45,Saturday,Shastri Nagar,Red Line,87,63,24,G-04,0,0,Clear
2026-01-10,06:30,Saturday,Delhi Gate,Violet Line,48,56,-8,G-01,0,0,Cloudy
2026-02-07,08:30,Saturday,Shastri Nagar,Red Line,135,120,15,G-07,1,0,Cloudy
2026-02-21,07:15,Saturday,Mohan Estate,Violet Line,70,72,-2,G-06,0,0,Foggy
2026-01-26,13:45,Monday,Indraprastha,Blue Line,36,32,4,G-07,0,1,Clear
2026-01-03,05:00,Saturday,Rohini West,Red Line,24,28,-4,G-05,0,0,Foggy
2026-01-11,05:15,Sunday,Jor Bagh,Yellow Line,39,34,5,G-05,0,1,Clear
2026-02-12,07:15,Thursday,Bata Chowk,Violet Line,79,79,0,G-01,0,0,Foggy
2026-02-02,13:15,Monday,Kailash Colony,Violet Line,71,77,-6,G-03,0,0,Smoggy
2026-02-15,21:00,Sunday,Azadpur,Yellow Line,97,100,-3,G-04,0,1,Cloudy
2026-02-07,23:15,Saturday,JLN Stadium,Violet Line,29,32,-3,G-02,0,0,Clear
2026-01-12,23:00,Monday,Mandi House,Blue Line,78,68,10,G-03,0,0,Cloudy
2026-02-06,17:00,Friday,Old Faridabad,Violet Line,172,123,49,G-05,1,0,Foggy
2026-02-01,23:45,Sunday,NHPC Chowk,Violet Line,45,42,3,G-05,0,1,Rainy
2026-02-10,15:15,Tuesday,Pulbangash,Red Line,17,18,-1,G-06,0,0,Cloudy
2026-01-22,15:00,Thursday,Barakhamba Road,Blue Line,24,25,-1,G-05,0,0,Foggy
2026-02-09,23:45,Monday,Shahdara,Red Line,52,39,13,G-04,0,0,Smoggy
2026-02-12,19:15,Thursday,Ghitorni,Yellow Line,133,151,-18,G-02,1,0,Smoggy
2026-02-07,22:30,Saturday,AIIMS,Yellow Line,68,65,3,G-02,0,0,Smoggy
2026-02-09,06:45,Monday,Chawri Bazar,Yellow Line,17,15,2,G-07,0,0,Smoggy
2026-01-29,13:45,Thursday,Vidhan Sabha,Yellow Line,81,79,2,G-01,0,0,Rainy
2026-01-27,16:30,Tuesday,Ghitorni,Yellow Line,119,151,-32,G-02,0,0,Cloudy
2026-02-20,21:00,Friday,Netaji Subhash Place,Red Line,38,35,3,G-06,0,0,Cloudy
2026-01-10,23:00,Saturday,Adarsh Nagar,Yellow Line,44,46,-2,G-04,0,0,Clear
2026-02-10,07:30,Tuesday,Mohan Estate,Violet Line,132,110,22,G-01,0,0,Foggy
2026-01-09,21:45,Friday,Neelam Chowk Ajronda,Violet Line,26,18,8,G-01,0,0,Clear
2026-02-18,16:45,Wednesday,MG Road,Yellow Line,63,63,0,G-07,0,0,Clear
2026-02-03,05:00,Tuesday,Udyog Nagar,Green Line,32,54,-22,G-04,0,0,Foggy
2026-02-12,21:45,Thursday,Malviya Nagar,Yellow Line,16,15,1,G-01,0,0,Clear
2026-02-08,17:45,Sunday,Raja Nahar Singh,Violet Line,20,24,-4,G-07,1,1,Clear
2026-02-04,23:45,Wednesday,Jor Bagh,Yellow Line,68,71,-3,G-02,0,0,Foggy
2026-02-03,17:00,Tuesday,Jahangirpuri,Yellow Line,129,112,17,G-01,1,0,Foggy
2026-02-21,07:30,Saturday,NHPC Chowk,Violet Line,110,114,-4,G-02,0,0,Smoggy
2026-02-20,15:15,Friday,Keshav Puram,Red Line,26,22,4,G-03,0,0,Clear
2026-01-07,18:00,Wednesday,Dilshad Garden,Red Line,468,500,-32,G-04,1,0,Cloudy
2026-02-28,15:30,Saturday,Udyog Nagar,Green Line,47,40,7,G-07,0,0,Foggy
2026-02-11,14:15,Wednesday,Vishwavidyalaya,Yellow Line,80,85,-5,G-03,0,0,Cloudy
2026-02-06,23:00,Friday,Lajpat Nagar,Violet Line,62,49,13,G-05,0,0,Foggy
2026-02-03,06:45,Tuesday,INA,Yellow Line,41,42,-1,G-01,0,0,Foggy
2026-01-04,05:45,Sunday,Moolchand,Violet Line,20,19,1,G-07,0,1,Clear
2026-02-18,16:00,Wednesday,IFFCO Chowk,Yellow Line,153,141,12,G-05,0,0,Clear
2026-01-16,15:15,Friday,Seelampur,Red Line,33,22,11,G-01,0,0,Rainy
2026-02-15,15:45,Sunday,Ghitorni,Yellow Line,21,18,3,G-07,0,1,Clear
2026-02-09,18:00,Monday,Madipur,Green Line,154,125,29,G-07,1,0,Cloudy
2026-01-09,10:00,Friday,Inderlok,Red Line,108,106,2,G-07,1,0,Rainy
2026-02-18,10:00,Wednesday,Keshav Puram,Red Line,249,175,74,G-03,1,0,Cloudy
2026-01-29,21:30,Thursday,Bata Chowk,Violet Line,57,48,9,G-03,0,0,Clear
2026-02-23,05:30,Monday,Janpath,Violet Line,62,54,8,G-07,0,0,Clear
2026-01-05,18:15,Monday,Dwarka,Blue Line,196,162,34,G-01,1,0,Foggy
2026-02-12,23:45,Thursday,Punjabi Bagh,Green Line,30,27,3,G-04,0,0,Foggy
2026-02-12,12:45,Thursday,Race Course,Yellow Line,113,103,10,G-01,0,0,Foggy
2026-02-07,11:15,Saturday,Rohini West,Red Line,98,102,-4,G-05,0,0,Foggy
2026-01-27,23:45,Tuesday,Delhi Gate,Violet Line,34,27,7,G-06,0,0,Cloudy
2026-02-27,21:45,Friday,Welcome,Red Line,44,44,0,G-05,0,0,Clear
2026-01-29,10:15,Thursday,Sarai,Violet Line,94,90,4,G-04,1,0,Cloudy
2026-02-19,13:30,Thursday,Model Town,Yellow Line,109,103,6,G-07,0,0,Foggy
2026-02-22,15:45,Sunday,Uttam Nagar East,Blue Line,25,24,1,G-03,0,1,Foggy
2026-01-18,11:15,Sunday,Moti Nagar,Blue Line,40,29,11,G-07,0,1,Cloudy
2026-02-05,17:15,Thursday,Govindpuri,Violet Line,257,221,36,G-03,1,0,Clear
2026-02-22,17:45,Sunday,Sarai,Violet Line,39,36,3,G-01,1,1,Foggy
2026-02-08,08:00,Sunday,Indraprastha,Blue Line,37,42,-5,G-03,1,1,Smoggy
2026-02-22,13:15,Sunday,Paschim Vihar East,Green Line,40,45,-5,G-07,0,1,Clear
2026-02-28,17:30,Saturday,Race Course,Yellow Line,246,200,46,G-04,1,0,Foggy
2026-02-03,18:45,Tuesday,Shastri Park,Red Line,164,137,27,G-06,1,0,Clear
2026-01-23,07:30,Friday,Rajendra Place,Blue Line,141,109,32,G-03,0,0,Cloudy
2026-01-30,23:00,Friday,Khan Market,Violet Line,70,58,12,G-01,0,0,Smoggy
2026-02-04,18:15,Wednesday,Barakhamba Road,Blue Line,168,171,-3,G-05,1,0,Cloudy
2026-01-15,10:30,Thursday,Punjabi Bagh,Green Line,168,154,14,G-03,1,0,Clear
2026-01-15,12:15,Thursday,Sultanpur,Yellow Line,68,67,1,G-07,0,0,Rainy
2026-01-16,19:30,Friday,Kohat Enclave,Red Line,226,143,83,G-05,1,0,Clear
2026-02-02,13:00,Monday,Paschim Vihar West,Green Line,104,146,-42,G-02,0,0,Smoggy
2026-02-19,18:45,Thursday,Sarita Vihar,Violet Line,206,191,15,G-06,1,0,Cloudy
2026-01-06,14:15,Tuesday,Khan Market,Violet Line,29,31,-2,G-05,0,0,Foggy
2026-02-20,16:00,Friday,Jahangirpuri,Yellow Line,140,183,-43,G-05,0,0,Clear
2026-02-18,20:15,Wednesday,Jama Masjid,Violet Line,71,53,18,G-01,0,0,Foggy
2026-01-13,21:45,Tuesday,Escorts Mujesar,Violet Line,17,20,-3,G-01,0,0,Foggy
2026-02-28,23:15,Saturday,Qutab Minar,Yellow Line,18,14,4,G-06,0,0,Clear
2026-01-21,14:15,Wednesday,GTB Nagar,Yellow Line,30,42,-12,G-01,0,0,Clear
2026-02-25,05:15,Wednesday,Harkesh Nagar Okhla,Violet Line,39,43,-4,G-01,0,0,Cloudy
2026-02-22,18:45,Sunday,Noida City Centre,Blue Line,90,78,12,G-02,1,1,Smoggy
2026-02-17,07:30,Tuesday,Badarpur Border,Violet Line,93,86,7,G-07,0,0,Foggy
2026-01-18,14:15,Sunday,Shahdara,Red Line,42,31,11,G-03,0,1,Foggy
2026-02-23,19:30,Monday,Saket,Yellow Line,164,153,11,G-03,1,0,Clear
2026-01-10,12:15,Saturday,Model Town,Yellow Line,76,74,2,G-01,0,0,Cloudy
2026-02-12,19:30,Thursday,Mewala Maharajpur,Violet Line,180,155,25,G-05,1,0,Cloudy
2026-01-17,16:30,Saturday,Dwarka,Blue Line,121,93,28,G-01,0,0,Foggy
2026-01-28,12:15,Wednesday,Indraprastha,Blue Line,119,123,-4,G-02,0,0,Cloudy
2026-01-03,18:00,Saturday,Harkesh Nagar Okhla,Violet Line,168,212,-44,G-06,1,0,Foggy
2026-01-31,17:15,Saturday,Yamuna Bank,Blue Line,622,569,53,G-06,1,0,Foggy
2026-01-28,09:00,Wednesday,Sarita Vihar,Violet Line,98,79,19,G-06,1,0,Foggy
2026-01-23,12:30,Friday,Udyog Bhawan,Yellow Line,128,164,-36,G-02,0,0,Clear
2026-02-09,17:45,Monday,Jasola Apollo,Violet Line,204,201,3,G-02,1,0,Clear
2026-01-31,10:45,Saturday,Tis Hazari,Red Line,142,139,3,G-06,1,0,Foggy
2026-01-13,14:30,Tuesday,Welcome,Red Line,29,33,-4,G-06,0,0,Foggy
2026-02-14,20:15,Saturday,NHPC Chowk,Violet Line,78,84,-6,G-07,0,0,Rainy
2026-02-15,12:00,Sunday,Karol Bagh,Blue Line,81,72,9,G-04,0,1,Rainy
2026-02-08,10:45,Sunday,Delhi Gate,Violet Line,34,31,3,G-04,1,1,Clear
2026-01-22,16:15,Thursday,Nangloi Railway Station,Green Line,183,135,48,G-06,0,0,Clear
2026-01-05,06:30,Monday,Old Faridabad,Violet Line,24,20,4,G-01,0,0,Foggy
2026-02-12,15:30,Thursday,Welcome,Red Line,21,22,-1,G-04,0,0,Foggy
2026-01-31,21:15,Saturday,Harkesh Nagar Okhla,Violet Line,44,39,5,G-03,0,0,Clear
2026-02-20,11:45,Friday,Rajendra Place,Blue Line,119,120,-1,G-07,0,0,Cloudy
2026-01-06,05:00,Tuesday,Kalkaji Mandir,Violet Line,20,21,-1,G-02,0,0,Smoggy
2026-01-19,17:00,Monday,Pragati Maidan,Blue Line,263,216,47,G-07,1,0,Foggy
2026-01-17,10:30,Saturday,Ramesh Nagar,Blue Line,275,250,25,G-03,1,0,Cloudy
2026-02-12,19:00,Thursday,Ghitorni,Yellow Line,185,163,22,G-03,1,0,Foggy
2026-01-02,12:45,Friday,Dwarka,Blue Line,56,59,-3,G-05,0,0,Foggy
2026-02-21,07:45,Saturday,Bata Chowk,Violet Line,115,107,8,G-05,0,0,Cloudy
2026-01-09,09:15,Friday,Udyog Bhawan,Yellow Line,129,111,18,G-02,1,0,Rainy
2026-02-08,20:15,Sunday,Harkesh Nagar Okhla,Violet Line,38,33,5,G-01,0,1,Foggy
2026-02-20,16:15,Friday,Dwarka,Blue Line,141,145,-4,G-02,0,0,Rainy
2026-01-21,23:30,Wednesday,Sarita Vihar,Violet Line,19,16,3,G-03,0,0,Rainy
2026-01-07,19:15,Wednesday,Kirti Nagar,Blue Line,227,224,3,G-01,1,0,Clear
2026-01-12,15:00,Monday,Maharaja Surajmal Stadium,Green Line,19,21,-2,G-01,0,0,Clear
2026-02-09,07:45,Monday,Central Secretariat,Yellow Line,189,176,13,G-07,0,0,Rainy
2026-01-06,22:00,Tuesday,Kanhaiya Nagar,Red Line,33,29,4,G-05,0,0,Smoggy
2026-02-25,13:15,Wednesday,Kailash Colony,Violet Line,92,82,10,G-07,0,0,Cloudy
2026-01-27,16:30,Tuesday,Indraprastha,Blue Line,107,115,-8,G-03,0,0,Cloudy
2026-02-19,13:30,Thursday,Badkhal Mor,Violet Line,140,145,-5,G-04,0,0,Cloudy
2026-01-12,08:00,Monday,IFFCO Chowk,Yellow Line,126,99,27,G-07,1,0,Clear
2026-01-22,05:00,Thursday,Moti Nagar,Blue Line,61,41,20,G-06,0,0,Cloudy
2026-01-13,16:30,Tuesday,Central Secretariat,Yellow Line,190,199,-9,G-03,0,0,Cloudy
2026-02-14,14:00,Saturday,GTB Nagar,Yellow Line,39,27,12,G-07,0,0,Clear
2026-01-04,19:30,Sunday,Vishwavidyalaya,Yellow Line,95,69,26,G-04,1,1,Clear
2026-01-12,09:45,Monday,Noida City Centre,Blue Line,356,406,-50,G-02,1,0,Foggy
2026-01-15,12:45,Thursday,Welcome,Red Line,114,90,24,G-05,0,0,Foggy
2026-01-30,20:00,Friday,Peeragarhi,Green Line,81,70,11,G-02,0,0,Foggy
2026-01-20,19:15,Tuesday,Noida Sector 15,Blue Line,137,126,11,G-05,1,0,Clear
2026-02-21,11:15,Saturday,GTB Nagar,Yellow Line,87,80,7,G-04,0,0,Foggy
2026-02-20,19:15,Friday,Delhi Gate,Violet Line,159,137,22,G-06,1,0,Clear
2026-01-07,10:00,Wednesday,Rajendra Place,Blue Line,177,138,39,G-01,1,0,Clear
2026-02-17,17:45,Tuesday,Hauz Khas,Yellow Line,739,631,108,G-06,1,0,Cloudy
2026-01-08,06:15,Thursday,Rajendra Place,Blue Line,51,46,5,G-04,0,0,Clear
2026-01-26,17:15,Monday,Noida City Centre,Blue Line,64,71,-7,G-07,1,1,Foggy
2026-01-28,15:45,Wednesday,Sarita Vihar,Violet Line,31,25,6,G-07,0,0,Cloudy
2026-01-02,08:45,Friday,Seelampur,Red Line,212,166,46,G-01,1,0,Clear
2026-01-20,14:00,Tuesday,Punjabi Bagh,Green Line,64,42,22,G-07,0,0,Cloudy
2026-01-14,05:00,Wednesday,Badarpur Border,Violet Line,52,54,-2,G-07,0,0,Clear
2026-02-06,23:30,Friday,Shahdara,Red Line,51,51,0,G-01,0,0,Smoggy
2026-01-29,09:45,Thursday,Chandni Chowk,Yellow Line,1118,951,167,G-05,1,0,Clear
2026-02-22,09:45,Sunday,ITO,Violet Line,43,39,4,G-07,1,1,Foggy
2026-02-19,12:30,Thursday,Govindpuri,Violet Line,41,43,-2,G-04,0,0,Foggy
2026-01-10,14:00,Saturday,Pratap Nagar,Red Line,44,48,-4,G-03,0,0,Clear
2026-01-12,08:15,Monday,Nehru Place,Violet Line,558,518,40,G-07,1,0,Clear
2026-02-23,13:00,Monday,Nangloi Railway Station,Green Line,130,162,-32,G-03,0,0,Cloudy
2026-01-02,11:15,Friday,Janpath,Violet Line,122,121,1,G-02,0,0,Cloudy
2026-02-11,09:15,Wednesday,Model Town,Yellow Line,303,293,10,G-02,1,0,Cloudy
2026-01-08,12:15,Thursday,Guru Dronacharya,Yellow Line,68,73,-5,G-01,0,0,Cloudy
2026-01-13,05:00,Tuesday,Janpath,Violet Line,54,61,-7,G-01,0,0,Foggy
2026-02-12,11:45,Thursday,Ramesh Nagar,Blue Line,87,82,5,G-03,0,0,Cloudy
2026-02-13,23:45,Friday,Welcome,Red Line,25,26,-1,G-04,0,0,Clear
2026-02-12,14:30,Thursday,Pulbangash,Red Line,47,45,2,G-01,0,0,Foggy
2026-01-28,16:15,Wednesday,Jasola Apollo,Violet Line,125,121,4,G-03,0,0,Foggy
2026-01-05,05:45,Monday,Pulbangash,Red Line,19,17,2,G-01,0,0,Foggy
2026-01-09,10:15,Friday,Rohini Sector 18,Yellow Line,270,190,80,G-04,1,0,Foggy
2026-01-04,14:45,Sunday,Rohini West,Red Line,51,39,12,G-04,0,1,Foggy
2026-02-06,22:00,Friday,Pulbangash,Red Line,21,21,0,G-02,0,0,Cloudy
2026-02-15,12:15,Sunday,Janakpuri West,Blue Line,59,61,-2,G-03,0,1,Rainy
2026-01-18,14:15,Sunday,Nehru Place,Violet Line,72,68,4,G-06,0,1,Smoggy
2026-02-28,13:45,Saturday,GTB Nagar,Yellow Line,70,63,7,G-02,0,0,Smoggy
2026-02-09,06:00,Monday,ITO,Violet Line,37,34,3,G-07,0,0,Cloudy
2026-02-25,07:30,Wednesday,Mandi House,Blue Line,238,258,-20,G-07,0,0,Smoggy
2026-02-12,11:15,Thursday,Jahangirpuri,Yellow Line,61,84,-23,G-02,0,0,Cloudy
2026-02-09,05:00,Monday,Moolchand,Violet Line,44,37,7,G-02,0,0,Clear
2026-02-22,18:45,Sunday,Patel Chowk,Yellow Line,47,36,11,G-06,1,1,Foggy
2026-02-24,10:00,Tuesday,Kohat Enclave,Red Line,185,174,11,G-03,1,0,Foggy
2026-02-10,23:15,Tuesday,Punjabi Bagh,Green Line,36,49,-13,G-04,0,0,Foggy
2026-02-13,06:15,Friday,Rohini Sector 18,Yellow Line,22,25,-3,G-07,0,0,Foggy
2026-02-06,13:00,Friday,JLN Stadium,Violet Line,98,86,12,G-01,0,0,Smoggy
2026-01-04,17:00,Sunday,Escorts Mujesar,Violet Line,37,35,2,G-02,1,1,Clear
2026-01-03,06:45,Saturday,Mewala Maharajpur,Violet Line,36,38,-2,G-01,0,0,Clear
2026-02-16,10:15,Monday,Noida Sector 16,Blue Line,204,221,-17,G-02,1,0,Clear
2026-01-09,16:00,Friday,Kanhaiya Nagar,Red Line,102,79,23,G-05,0,0,Clear
2026-02-02,05:00,Monday,ITO,Violet Line,33,26,7,G-07,0,0,Clear
2026-02-12,12:00,Thursday,Karol Bagh,Blue Line,172,193,-21,G-03,0,0,Clear
2026-02-16,16:00,Monday,Udyog Nagar,Green Line,118,120,-2,G-06,0,0,Foggy
2026-02-27,06:45,Friday,Kashmere Gate,Yellow Line,185,174,11,G-06,0,0,Clear
2026-02-12,05:45,Thursday,Lal Quila,Violet Line,52,60,-8,G-01,0,0,Cloudy
2026-01-02,21:45,Friday,Karol Bagh,Blue Line,122,115,7,G-04,0,0,Foggy
2026-01-08,16:45,Thursday,Rithala,Red Line,157,134,23,G-04,0,0,Foggy
2026-01-31,07:30,Saturday,Shivaji Park,Green Line,109,112,-3,G-07,0,0,Clear
2026-02-08,21:45,Sunday,Rajendra Place,Blue Line,17,21,-4,G-02,0,1,Cloudy
2026-01-11,23:45,Sunday,Tis Hazari,Red Line,37,55,-18,G-05,0,1,Foggy
2026-01-20,15:00,Tuesday,Badarpur Border,Violet Line,46,57,-11,G-07,0,0,Clear
2026-01-19,19:45,Monday,Dwarka,Blue Line,98,102,-4,G-04,1,0,Foggy
2026-02-07,13:45,Saturday,Dilshad Garden,Red Line,232,205,27,G-06,0,0,Foggy
2026-01-13,16:15,Tuesday,Peeragarhi,Green Line,78,79,-1,G-03,0,0,Clear
2026-02-20,18:45,Friday,Jasola Apollo,Violet Line,117,131,-14,G-04,1,0,Cloudy
2026-02-25,07:30,Wednesday,Moti Nagar,Blue Line,116,90,26,G-01,0,0,Clear
2026-01-01,12:00,Thursday,Netaji Subhash Place,Red Line,103,104,-1,G-01,0,0,Foggy
2026-01-26,07:15,Monday,Welcome,Red Line,34,30,4,G-01,0,1,Clear
2026-01-26,16:45,Monday,IFFCO Chowk,Yellow Line,49,29,20,G-03,0,1,Cloudy
2026-02-15,20:30,Sunday,Model Town,Yellow Line,31,25,6,G-05,0,1,Smoggy
2026-02-07,10:45,Saturday,Punjabi Bagh,Green Line,157,81,76,G-05,1,0,Foggy
2026-01-19,06:00,Monday,Jahangirpuri,Yellow Line,35,33,2,G-04,0,0,Smoggy
2026-01-28,22:45,Wednesday,Model Town,Yellow Line,16,23,-7,G-07,0,0,Foggy
2026-02-14,07:00,Saturday,Ashok Park Main,Green Line,105,89,16,G-06,0,0,Cloudy
2026-01-03,16:00,Saturday,NHPC Chowk,Violet Line,83,93,-10,G-03,0,0,Cloudy
2026-01-10,22:00,Saturday,Saket,Yellow Line,41,40,1,G-07,0,0,Clear
2026-01-06,22:45,Tuesday,Kailash Colony,Violet Line,60,38,22,G-05,0,0,Foggy
2026-01-17,08:15,Saturday,Khan Market,Violet Line,121,121,0,G-06,1,0,Foggy
2026-01-03,19:15,Saturday,MG Road,Yellow Line,223,188,35,G-06,1,0,Clear
2026-01-03,17:00,Saturday,Arjan Garh,Yellow Line,132,135,-3,G-02,1,0,Foggy
2026-02-25,22:30,Wednesday,Ramesh Nagar,Blue Line,59,52,7,G-04,0,0,Clear
2026-02-08,18:30,Sunday,Shivaji Park,Green Line,31,32,-1,G-04,1,1,Rainy
2026-02-08,20:00,Sunday,Paschim Vihar East,Green Line,45,33,12,G-06,0,1,Clear
2026-02-27,21:15,Friday,Kashmere Gate,Yellow Line,84,80,4,G-04,0,0,Rainy
2026-01-01,16:15,Thursday,Punjabi Bagh,Green Line,146,124,22,G-03,0,0,Foggy
2026-02-19,10:00,Thursday,Rohini Sector 18,Yellow Line,223,165,58,G-07,1,0,Rainy
2026-01-26,07:30,Monday,Indraprastha,Blue Line,38,35,3,G-05,0,1,Cloudy
2026-01-15,20:00,Thursday,AIIMS,Yellow Line,111,126,-15,G-07,0,0,Rainy
2026-01-31,21:00,Saturday,Adarsh Nagar,Yellow Line,23,16,7,G-03,0,0,Clear
2026-02-26,17:15,Thursday,Sikanderpur,Yellow Line,82,92,-10,G-07,1,1,Rainy
2026-02-21,20:15,Saturday,Adarsh Nagar,Yellow Line,117,108,9,G-06,0,0,Smoggy
2026-02-07,05:15,Saturday,Civil Lines,Yellow Line,71,66,5,G-06,0,0,Clear
2026-01-12,08:00,Monday,Ramesh Nagar,Blue Line,219,174,45,G-01,1,0,Smoggy
2026-02-01,10:15,Sunday,Janakpuri West,Blue Line,90,74,16,G-03,1,1,Rainy
2026-02-08,16:45,Sunday,Uttam Nagar East,Blue Line,22,21,1,G-02,0,1,Cloudy
2026-01-21,11:00,Wednesday,Kalkaji Mandir,Violet Line,69,62,7,G-07,0,0,Cloudy
2026-01-07,19:45,Wednesday,Satguru Ram Singh Marg,Green Line,180,158,22,G-02,1,0,Clear
2026-01-04,08:45,Sunday,Vishwavidyalaya,Yellow Line,80,97,-17,G-04,1,1,Smoggy
2026-01-22,10:30,Thursday,Nangloi Railway Station,Green Line,196,221,-25,G-07,1,0,Clear
2026-01-30,15:15,Friday,Kailash Colony,Violet Line,40,32,8,G-01,0,0,Cloudy
2026-02-18,09:00,Wednesday,Pitampura,Red Line,212,185,27,G-01,1,0,Cloudy
2026-02-20,17:30,Friday,Karol Bagh,Blue Line,417,346,71,G-01,1,0,Clear
2026-01-31,09:00,Saturday,Arjan Garh,Yellow Line,175,168,7,G-06,1,0,Cloudy
2026-02-24,13:45,Tuesday,Inderlok,Red Line,147,158,-11,G-04,0,0,Smoggy
2026-01-21,11:15,Wednesday,MG Road,Yellow Line,102,105,-3,G-02,0,0,Clear
2026-01-04,12:00,Sunday,Janpath,Violet Line,51,40,11,G-02,0,1,Foggy
2026-01-18,22:45,Sunday,Paschim Vihar East,Green Line,28,20,8,G-06,0,1,Clear
2026-01-13,18:45,Tuesday,Moti Nagar,Blue Line,212,237,-25,G-03,1,0,Clear
2026-02-19,07:45,Thursday,Punjabi Bagh,Green Line,81,77,4,G-05,0,0,Rainy
2026-01-28,16:15,Wednesday,Rohini East,Red Line,66,66,0,G-03,0,0,Cloudy
2026-01-18,11:00,Sunday,Paschim Vihar West,Green Line,44,39,5,G-06,0,1,Clear
2026-02-03,10:15,Tuesday,Moolchand,Violet Line,286,256,30,G-07,1,0,Smoggy
2026-02-03,10:15,Tuesday,ITO,Violet Line,170,210,-40,G-06,1,0,Foggy
2026-01-22,11:30,Thursday,Azadpur,Yellow Line,247,231,16,G-05,0,0,Rainy
2026-01-12,18:45,Monday,Haiderpur Badli Mor,Yellow Line,215,197,18,G-07,1,0,Cloudy
2026-01-02,13:15,Friday,Peeragarhi,Green Line,140,116,24,G-02,0,0,Clear
2026-01-17,11:15,Saturday,Samaypur Badli,Yellow Line,95,84,11,G-03,0,0,Foggy
2026-01-23,15:15,Friday,Paschim Vihar West,Green Line,23,21,2,G-01,0,0,Foggy
2026-01-08,07:45,Thursday,Saket,Yellow Line,54,51,3,G-02,0,0,Clear
2026-01-10,09:30,Saturday,Pratap Nagar,Red Line,163,154,9,G-03,1,0,Cloudy
2026-02-03,05:15,Tuesday,Nangloi Railway Station,Green Line,27,32,-5,G-04,0,0,Rainy
2026-02-04,13:45,Wednesday,Malviya Nagar,Yellow Line,90,79,11,G-02,0,0,Foggy
2026-01-08,21:30,Thursday,Pratap Nagar,Red Line,72,69,3,G-05,0,0,Foggy
2026-02-13,07:45,Friday,Chandni Chowk,Yellow Line,283,275,8,G-03,0,0,Foggy
2026-02-09,22:45,Monday,Sarai,Violet Line,43,37,6,G-06,0,0,Smoggy
2026-01-04,19:45,Sunday,Jangpura,Violet Line,32,37,-5,G-05,1,1,Foggy
2026-01-26,05:45,Monday,Qutab Minar,Yellow Line,34,36,-2,G-02,0,1,Clear
