date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-01-11,21:20,Sunday,DMT-Y004,Yellow Line,Samaypur Badli,7,350,63,18.1,Low,0,1,Clear
2026-02-23,09:40,Monday,DMT-R008,Red Line,Shastri Nagar,6,300,310,103.6,Overcrowded,1,0,Cloudy
2026-01-16,16:25,Friday,DMT-V005,Violet Line,Jama Masjid,4,320,155,48.6,Low,0,0,Cloudy
2026-01-10,13:40,Saturday,DMT-Y024,Red Line,Tis Hazari,1,300,118,39.6,Low,0,0,Smoggy
2026-01-21,13:40,Wednesday,DMT-V014,Violet Line,Tughlakabad,4,300,181,60.6,Medium,0,0,Clear
2026-01-15,15:55,Thursday,DMT-G001,Blue Line,Kirti Nagar,2,340,69,20.5,Low,0,0,Cloudy
2026-02-18,14:00,Wednesday,DMT-B009,Violet Line,Bata Chowk,1,300,44,15.0,Low,0,0,Foggy
2026-02-02,14:30,Monday,DMT-Y016,Blue Line,Mandi House,5,300,23,7.9,Low,0,0,Foggy
2026-01-24,05:15,Saturday,DMT-V022,Violet Line,Jasola Apollo,3,340,57,16.9,Low,0,0,Cloudy
2026-02-13,06:40,Friday,DMT-G020,Yellow Line,Guru Dronacharya,6,300,51,17.2,Low,0,0,Foggy
2026-01-28,10:25,Wednesday,DMT-Y013,Yellow Line,HUDA City Centre,1,320,289,90.6,High,1,0,Foggy
2026-01-07,09:40,Wednesday,DMT-Y014,Yellow Line,Malviya Nagar,5,340,328,96.5,High,1,0,Rainy
2026-01-29,23:25,Thursday,DMT-G002,Blue Line,Janakpuri West,8,340,103,30.5,Low,0,0,Foggy
2026-02-17,08:05,Tuesday,DMT-Y018,Green Line,Paschim Vihar East,8,300,270,90.1,High,1,0,Foggy
2026-01-22,22:35,Thursday,DMT-G006,Yellow Line,New Delhi,6,300,61,20.5,Low,0,0,Clear
2026-02-06,18:25,Friday,DMT-Y022,Green Line,Nangloi Railway Station,4,340,161,47.5,Low,1,0,Clear
2026-02-04,21:40,Wednesday,DMT-R025,Violet Line,Badarpur Border,3,350,108,31.1,Low,0,0,Rainy
2026-01-10,14:25,Saturday,DMT-V007,Blue Line,Rajiv Chowk,3,320,33,10.5,Low,0,0,Clear
2026-01-29,07:55,Thursday,DMT-G016,Violet Line,Harkesh Nagar Okhla,7,320,256,80.1,High,0,0,Foggy
2026-02-13,07:00,Friday,DMT-B017,Green Line,Mundka,3,350,268,76.7,Medium,0,0,Foggy
2026-01-26,13:30,Monday,DMT-R025,Blue Line,Noida City Centre,2,340,45,13.5,Low,0,1,Foggy
2026-01-24,19:10,Saturday,DMT-B008,Red Line,Rithala,6,340,408,120.0,Overcrowded,1,0,Foggy
2026-01-26,22:25,Monday,DMT-G020,Red Line,Shastri Nagar,5,320,57,17.9,Low,0,1,Foggy
2026-01-04,21:00,Sunday,DMT-Y009,Red Line,Netaji Subhash Place,8,320,46,14.6,Low,0,1,Clear
2026-01-14,17:00,Wednesday,DMT-R013,Blue Line,Yamuna Bank,7,300,159,53.3,Medium,1,0,Clear
2026-01-03,11:20,Saturday,DMT-V025,Green Line,Shivaji Park,4,320,204,63.9,Medium,0,0,Clear
2026-01-02,18:50,Friday,DMT-R014,Red Line,Netaji Subhash Place,8,350,420,120.0,Overcrowded,1,0,Cloudy
2026-02-19,06:20,Thursday,DMT-Y019,Red Line,Shahdara,7,300,81,27.3,Low,0,0,Cloudy
2026-02-16,11:15,Monday,DMT-Y017,Violet Line,NHPC Chowk,5,350,200,57.2,Medium,0,0,Foggy
2026-01-01,20:15,Thursday,DMT-R025,Red Line,Pulbangash,4,350,118,33.8,Low,0,0,Foggy
2026-02-13,17:00,Friday,DMT-Y024,Green Line,Ashok Park Main,5,300,233,77.8,Medium,1,0,Cloudy
2026-01-26,14:15,Monday,DMT-Y017,Blue Line,Moti Nagar,5,320,76,23.9,Low,0,1,Clear
2026-01-05,11:30,Monday,DMT-Y015,Yellow Line,Jahangirpuri,2,350,226,64.7,Medium,0,0,Foggy
2026-02-11,07:10,Wednesday,DMT-B024,Violet Line,Jasola Apollo,6,350,124,35.6,Low,0,0,Smoggy
2026-02-17,14:40,Tuesday,DMT-G011,Red Line,Kohat Enclave,2,350,78,22.5,Low,0,0,Rainy
2026-02-02,05:10,Monday,DMT-V008,Red Line,Kashmere Gate,4,320,71,22.4,Low,0,0,Cloudy
2026-01-03,12:30,Saturday,DMT-V025,Green Line,Ashok Park Main,1,340,124,36.5,Low,0,0,Cloudy
2026-01-15,07:25,Thursday,DMT-V012,Violet Line,Jangpura,3,300,147,49.3,Low,0,0,Foggy
2026-01-10,17:55,Saturday,DMT-G006,Yellow Line,Udyog Bhawan,3,300,304,101.6,Overcrowded,1,0,Cloudy
2026-02-24,18:55,Tuesday,DMT-V003,Yellow Line,Ghitorni,8,340,227,66.9,Medium,1,0,Clear
2026-02-03,18:25,Tuesday,DMT-G019,Green Line,Paschim Vihar East,4,350,230,66.0,Medium,1,0,Cloudy
2026-02-19,23:35,Thursday,DMT-B019,Violet Line,Mandi House,4,340,84,24.7,Low,0,0,Rainy
2026-01-09,22:05,Friday,DMT-G003,Red Line,Keshav Puram,2,320,54,16.9,Low,0,0,Cloudy
2026-01-26,07:10,Monday,DMT-Y016,Blue Line,Rajendra Place,7,320,64,20.3,Low,0,1,Clear
2026-02-07,21:45,Saturday,DMT-V003,Blue Line,Uttam Nagar East,8,350,74,21.3,Low,0,0,Smoggy
2026-02-04,19:10,Wednesday,DMT-B024,Yellow Line,Vidhan Sabha,2,350,268,76.6,Medium,1,0,Clear
2026-01-26,05:45,Monday,DMT-G003,Red Line,Rohini West,3,300,46,15.5,Low,0,1,Clear
2026-02-21,13:20,Saturday,DMT-Y007,Yellow Line,Green Park,3,300,106,35.5,Low,0,0,Clear
2026-02-19,17:45,Thursday,DMT-B023,Blue Line,Pragati Maidan,6,340,328,96.5,High,1,0,Smoggy
2026-01-25,19:25,Sunday,DMT-R001,Yellow Line,Arjan Garh,2,300,73,24.6,Low,1,1,Foggy
2026-02-15,18:35,Sunday,DMT-G004,Red Line,Pulbangash,3,350,47,13.5,Low,1,1,Cloudy
2026-02-16,14:05,Monday,DMT-R013,Red Line,Welcome,4,350,89,25.5,Low,0,0,Clear
2026-01-21,16:10,Wednesday,DMT-Y005,Red Line,Pulbangash,4,320,168,52.7,Medium,0,0,Rainy
2026-01-17,13:25,Saturday,DMT-R017,Violet Line,Harkesh Nagar Okhla,3,340,153,45.1,Low,0,0,Smoggy
2026-02-05,11:15,Thursday,DMT-R025,Green Line,Ashok Park Main,6,340,144,42.5,Low,0,0,Foggy
2026-02-20,20:20,Friday,DMT-G004,Green Line,Punjabi Bagh,5,300,190,63.6,Medium,0,0,Foggy
2026-01-25,13:30,Sunday,DMT-R024,Yellow Line,Jahangirpuri,4,300,63,21.2,Low,0,1,Cloudy
2026-02-27,10:45,Friday,DMT-G020,Violet Line,JLN Stadium,8,320,268,84.0,High,1,0,Cloudy
2026-02-10,09:00,Tuesday,DMT-R011,Violet Line,Harkesh Nagar Okhla,8,300,213,71.3,Medium,1,0,Cloudy
2026-02-13,18:40,Friday,DMT-R021,Violet Line,Nehru Place,2,350,255,72.9,Medium,1,0,Cloudy
2026-01-05,21:45,Monday,DMT-V017,Yellow Line,New Delhi,1,350,29,8.5,Low,0,0,Clear
2026-02-22,06:20,Sunday,DMT-V009,Blue Line,Yamuna Bank,4,320,63,19.7,Low,0,1,Foggy
2026-01-05,05:55,Monday,DMT-B022,Yellow Line,Rajiv Chowk,4,320,52,16.4,Low,0,0,Clear
2026-01-13,15:45,Tuesday,DMT-Y018,Green Line,Shivaji Park,2,320,40,12.6,Low,0,0,Clear
2026-01-07,20:50,Wednesday,DMT-V008,Blue Line,Janakpuri West,8,300,94,31.4,Low,0,0,Smoggy
2026-02-18,16:15,Wednesday,DMT-R005,Red Line,Pulbangash,8,340,297,87.6,High,0,0,Cloudy
2026-01-27,12:35,Tuesday,DMT-V015,Green Line,Nangloi Railway Station,5,300,152,50.8,Medium,0,0,Clear
2026-02-14,17:55,Saturday,DMT-V025,Green Line,Nangloi,7,300,241,80.4,High,1,0,Foggy
2026-01-25,09:40,Sunday,DMT-V010,Red Line,Netaji Subhash Place,7,300,52,17.6,Low,1,1,Clear
2026-01-20,14:00,Tuesday,DMT-Y022,Yellow Line,Sikanderpur,6,300,78,26.2,Low,0,0,Foggy
2026-01-23,17:55,Friday,DMT-V003,Yellow Line,INA,3,300,214,71.7,Medium,1,0,Clear
2026-01-13,12:15,Tuesday,DMT-B003,Red Line,Pratap Nagar,3,300,193,64.6,Medium,0,0,Foggy
2026-01-29,11:05,Thursday,DMT-V015,Blue Line,Noida Sector 15,7,340,189,55.9,Medium,0,0,Clear
2026-01-12,08:15,Monday,DMT-V007,Green Line,Nangloi,5,300,301,100.5,Overcrowded,1,0,Foggy
2026-01-18,07:15,Sunday,DMT-Y007,Red Line,Kanhaiya Nagar,7,300,41,14.0,Low,0,1,Smoggy
2026-01-24,05:35,Saturday,DMT-Y005,Red Line,Pratap Nagar,7,350,85,24.5,Low,0,0,Cloudy
2026-01-18,06:15,Sunday,DMT-B022,Green Line,Satguru Ram Singh Marg,8,340,79,23.5,Low,0,1,Clear
2026-02-12,19:35,Thursday,DMT-Y002,Violet Line,Neelam Chowk Ajronda,4,300,263,87.8,High,1,0,Foggy
2026-02-18,18:05,Wednesday,DMT-R011,Green Line,Paschim Vihar West,1,340,316,93.0,High,1,0,Foggy
2026-02-25,23:15,Wednesday,DMT-R014,Violet Line,Badkhal Mor,3,350,103,29.5,Low,0,0,Foggy
2026-02-07,20:15,Saturday,DMT-R009,Yellow Line,Haiderpur Badli Mor,5,350,288,82.3,High,0,0,Clear
2026-01-08,09:55,Thursday,DMT-B021,Green Line,Nangloi,2,320,384,120.0,Overcrowded,1,0,Clear
2026-02-10,09:10,Tuesday,DMT-Y001,Blue Line,Mandi House,7,300,360,120.0,Overcrowded,1,0,Clear
2026-01-12,12:45,Monday,DMT-B025,Red Line,Seelampur,1,350,181,51.8,Medium,0,0,Foggy
2026-01-07,15:15,Wednesday,DMT-V001,Yellow Line,New Delhi,2,350,103,29.7,Low,0,0,Clear
2026-01-18,19:30,Sunday,DMT-G002,Red Line,Dilshad Garden,2,340,62,18.5,Low,1,1,Clear
2026-01-29,19:25,Thursday,DMT-R001,Blue Line,Janakpuri West,6,300,137,45.8,Low,1,0,Foggy
2026-01-12,19:45,Monday,DMT-V012,Violet Line,Kailash Colony,8,300,292,97.4,High,1,0,Clear
2026-02-26,09:25,Thursday,DMT-Y022,Yellow Line,Chhattarpur,5,300,72,24.2,Low,1,1,Foggy
2026-02-19,15:55,Thursday,DMT-R013,Blue Line,Uttam Nagar East,5,340,123,36.4,Low,0,0,Clear
2026-01-30,22:55,Friday,DMT-R005,Red Line,Kashmere Gate,6,300,58,19.6,Low,0,0,Rainy
2026-02-27,07:50,Friday,DMT-V012,Blue Line,Indraprastha,8,340,171,50.5,Medium,0,0,Clear
2026-02-03,15:30,Tuesday,DMT-R007,Violet Line,Janpath,5,350,59,17.0,Low,0,0,Foggy
2026-01-04,19:20,Sunday,DMT-R010,Green Line,Brigadier Hoshiar Singh,1,300,56,18.7,Low,1,1,Foggy
2026-01-11,20:00,Sunday,DMT-G015,Green Line,Punjabi Bagh,5,350,65,18.6,Low,0,1,Clear
2026-01-05,22:35,Monday,DMT-V015,Green Line,Kirti Nagar,4,350,52,15.1,Low,0,0,Foggy
2026-01-06,07:25,Tuesday,DMT-G006,Green Line,Peeragarhi,7,320,184,57.7,Medium,0,0,Rainy
2026-01-26,10:15,Monday,DMT-R005,Green Line,Shivaji Park,3,350,79,22.6,Low,1,1,Smoggy
2026-02-23,06:40,Monday,DMT-B005,Yellow Line,Chandni Chowk,4,340,49,14.6,Low,0,0,Smoggy
2026-02-18,05:55,Wednesday,DMT-Y008,Yellow Line,Malviya Nagar,2,340,49,14.5,Low,0,0,Clear
2026-01-21,22:30,Wednesday,DMT-B016,Green Line,Mundka,5,320,55,17.5,Low,0,0,Rainy
2026-02-01,18:25,Sunday,DMT-V019,Blue Line,Dwarka Sector 8,8,350,76,21.8,Low,1,1,Clear
2026-01-27,17:10,Tuesday,DMT-B023,Violet Line,Kashmere Gate,5,340,254,74.9,Medium,1,0,Clear
2026-02-14,15:30,Saturday,DMT-Y005,Green Line,Madipur,4,340,43,12.9,Low,0,0,Rainy
2026-02-22,23:35,Sunday,DMT-G001,Yellow Line,Chandni Chowk,7,300,49,16.3,Low,0,1,Smoggy
2026-02-08,13:55,Sunday,DMT-V015,Violet Line,Sarita Vihar,3,320,77,24.2,Low,0,1,Clear
2026-02-07,23:20,Saturday,DMT-B022,Yellow Line,Jahangirpuri,6,340,96,28.4,Low,0,0,Cloudy
2026-02-25,17:15,Wednesday,DMT-Y020,Yellow Line,MG Road,8,350,175,50.2,Medium,1,0,Smoggy
2026-01-11,19:05,Sunday,DMT-G002,Yellow Line,Arjan Garh,5,300,56,18.8,Low,1,1,Foggy
2026-02-15,06:35,Sunday,DMT-V003,Red Line,Rohini West,4,350,82,23.5,Low,0,1,Clear
2026-02-03,16:45,Tuesday,DMT-B020,Yellow Line,Rajiv Chowk,7,320,129,40.5,Low,0,0,Clear
2026-01-08,10:00,Thursday,DMT-G010,Yellow Line,Jahangirpuri,8,340,403,118.7,Overcrowded,1,0,Smoggy
2026-01-30,14:25,Friday,DMT-R001,Green Line,Madipur,1,340,98,28.8,Low,0,0,Smoggy
2026-02-15,07:40,Sunday,DMT-V008,Red Line,Pulbangash,5,340,58,17.2,Low,0,1,Cloudy
2026-02-20,14:40,Friday,DMT-V007,Blue Line,Rajouri Garden,8,350,91,26.1,Low,0,0,Clear
2026-02-21,07:25,Saturday,DMT-Y022,Yellow Line,Hauz Khas,2,340,281,82.8,High,0,0,Clear
2026-01-21,09:40,Wednesday,DMT-R008,Yellow Line,Vidhan Sabha,1,300,247,82.6,High,1,0,Smoggy
2026-01-19,12:15,Monday,DMT-B025,Green Line,Rajdhani Park,6,350,281,80.4,High,0,0,Cloudy
2026-01-11,13:50,Sunday,DMT-B003,Violet Line,Neelam Chowk Ajronda,7,320,40,12.6,Low,0,1,Smoggy
2026-01-03,10:10,Saturday,DMT-V014,Green Line,Paschim Vihar West,1,300,181,60.6,Medium,1,0,Cloudy
2026-02-06,17:35,Friday,DMT-G005,Green Line,Madipur,3,350,311,89.1,High,1,0,Cloudy
2026-01-31,19:50,Saturday,DMT-G020,Red Line,Inderlok,3,340,307,90.4,High,1,0,Foggy
2026-02-12,21:55,Thursday,DMT-B019,Yellow Line,HUDA City Centre,6,350,72,20.7,Low,0,0,Rainy
2026-01-29,10:55,Thursday,DMT-V021,Violet Line,Sector 28,6,300,360,120.0,Overcrowded,1,0,Clear
2026-02-15,21:50,Sunday,DMT-G011,Red Line,Pitampura,2,350,75,21.7,Low,0,1,Cloudy
2026-02-17,19:00,Tuesday,DMT-Y011,Green Line,Nangloi Railway Station,7,320,384,120.0,Overcrowded,1,0,Foggy
2026-02-02,12:10,Monday,DMT-R004,Yellow Line,Arjan Garh,4,320,186,58.3,Medium,0,0,Cloudy
2026-02-24,12:45,Tuesday,DMT-G022,Blue Line,Uttam Nagar East,2,350,139,39.7,Low,0,0,Smoggy
2026-01-30,06:35,Friday,DMT-G004,Violet Line,Raja Nahar Singh,3,350,83,23.9,Low,0,0,Smoggy
2026-02-12,13:45,Thursday,DMT-R023,Green Line,Shivaji Park,6,320,255,79.7,Medium,0,0,Clear
2026-02-26,12:45,Thursday,DMT-G018,Blue Line,Moti Nagar,7,300,57,19.3,Low,0,1,Clear
2026-01-03,23:50,Saturday,DMT-V009,Yellow Line,Jor Bagh,7,320,50,15.7,Low,0,0,Clear
2026-01-16,06:50,Friday,DMT-Y022,Green Line,Peeragarhi,5,340,36,10.8,Low,0,0,Foggy
2026-02-12,05:20,Thursday,DMT-V021,Green Line,Maharaja Surajmal Stadium,3,300,50,16.7,Low,0,0,Clear
2026-01-14,12:50,Wednesday,DMT-Y010,Green Line,Punjabi Bagh,8,320,176,55.3,Medium,0,0,Foggy
2026-02-28,21:15,Saturday,DMT-G019,Blue Line,Dwarka Sector 8,7,340,85,25.1,Low,0,0,Foggy
2026-02-21,15:40,Saturday,DMT-Y015,Red Line,Rithala,3,340,98,28.9,Low,0,0,Cloudy
2026-01-16,15:45,Friday,DMT-R018,Red Line,Rithala,3,300,26,8.8,Low,0,0,Foggy
2026-02-07,07:10,Saturday,DMT-V018,Violet Line,Sector 28,7,350,280,80.3,High,0,0,Rainy
2026-02-26,09:05,Thursday,DMT-V008,Yellow Line,INA,1,340,44,13.1,Low,1,1,Clear
2026-02-24,09:35,Tuesday,DMT-Y023,Green Line,Paschim Vihar East,7,320,240,75.2,Medium,1,0,Rainy
2026-01-14,19:20,Wednesday,DMT-R022,Yellow Line,Kashmere Gate,2,350,420,120.0,Overcrowded,1,0,Clear
2026-02-25,09:40,Wednesday,DMT-Y013,Red Line,Rithala,4,300,265,88.5,High,1,0,Cloudy
2026-01-16,13:45,Friday,DMT-G018,Yellow Line,IFFCO Chowk,3,300,118,39.4,Low,0,0,Smoggy
2026-02-16,13:35,Monday,DMT-R014,Blue Line,Noida City Centre,2,300,210,70.2,Medium,0,0,Clear
2026-01-27,20:35,Tuesday,DMT-V008,Green Line,Shivaji Park,5,300,222,74.0,Medium,0,0,Smoggy
2026-01-04,05:35,Sunday,DMT-G001,Violet Line,Jasola Apollo,7,320,43,13.5,Low,0,1,Foggy
2026-02-10,05:05,Tuesday,DMT-B005,Blue Line,Rajendra Place,1,340,59,17.5,Low,0,0,Clear
2026-02-16,13:15,Monday,DMT-G005,Violet Line,Jama Masjid,8,300,129,43.2,Low,0,0,Foggy
2026-02-07,22:30,Saturday,DMT-G008,Green Line,Madipur,3,340,81,23.9,Low,0,0,Cloudy
2026-01-16,15:50,Friday,DMT-G012,Red Line,Dilshad Garden,6,340,39,11.5,Low,0,0,Clear
2026-01-28,18:20,Wednesday,DMT-Y025,Violet Line,JLN Stadium,5,300,269,90.0,High,1,0,Smoggy
2026-01-16,21:15,Friday,DMT-G015,Violet Line,Kashmere Gate,1,320,102,32.1,Low,0,0,Rainy
2026-01-09,18:25,Friday,DMT-B015,Violet Line,Badkhal Mor,2,340,355,104.6,Overcrowded,1,0,Cloudy
2026-02-19,23:15,Thursday,DMT-Y015,Red Line,Pitampura,4,350,89,25.6,Low,0,0,Foggy
2026-01-09,20:50,Friday,DMT-G005,Green Line,Paschim Vihar East,2,340,191,56.2,Medium,0,0,Foggy
2026-01-20,23:25,Tuesday,DMT-G016,Yellow Line,Jahangirpuri,2,350,47,13.5,Low,0,0,Foggy
2026-01-19,09:40,Monday,DMT-B004,Blue Line,Noida Sector 15,2,300,360,120.0,Overcrowded,1,0,Foggy
2026-02-17,21:30,Tuesday,DMT-G003,Red Line,Kashmere Gate,2,340,37,11.1,Low,0,0,Foggy
2026-02-24,23:45,Tuesday,DMT-B002,Yellow Line,INA,1,320,55,17.5,Low,0,0,Foggy
2026-01-21,19:10,Wednesday,DMT-V011,Blue Line,Dwarka Sector 21,6,320,384,120.0,Overcrowded,1,0,Cloudy
2026-02-23,10:20,Monday,DMT-Y014,Yellow Line,GTB Nagar,4,340,190,56.1,Medium,1,0,Clear
2026-02-08,18:45,Sunday,DMT-R021,Blue Line,Yamuna Bank,8,350,43,12.5,Low,1,1,Cloudy
2026-02-27,09:25,Friday,DMT-B022,Yellow Line,Model Town,3,340,390,114.8,Overcrowded,1,0,Clear
2026-02-25,15:45,Wednesday,DMT-Y018,Blue Line,Mandi House,4,300,48,16.1,Low,0,0,Foggy
2026-01-20,22:30,Tuesday,DMT-B018,Violet Line,Lajpat Nagar,1,300,75,25.2,Low,0,0,Clear
2026-01-24,13:40,Saturday,DMT-B018,Violet Line,NHPC Chowk,6,340,222,65.3,Medium,0,0,Clear
2026-02-04,14:20,Wednesday,DMT-G024,Violet Line,Sarai,8,340,50,14.8,Low,0,0,Foggy
2026-01-11,06:40,Sunday,DMT-B004,Red Line,Pulbangash,3,350,55,15.8,Low,0,1,Clear
2026-01-25,09:30,Sunday,DMT-B011,Yellow Line,Ghitorni,5,340,54,16.0,Low,1,1,Clear
2026-01-29,11:05,Thursday,DMT-R008,Red Line,Dilshad Garden,4,320,117,36.8,Low,0,0,Foggy
2026-02-07,07:40,Saturday,DMT-V018,Blue Line,Pragati Maidan,6,350,130,37.4,Low,0,0,Rainy
2026-02-24,19:50,Tuesday,DMT-B022,Red Line,Netaji Subhash Place,4,340,222,65.4,Medium,1,0,Cloudy
2026-02-10,14:05,Tuesday,DMT-R016,Green Line,Maharaja Surajmal Stadium,1,320,54,16.9,Low,0,0,Clear
2026-02-18,14:15,Wednesday,DMT-R003,Blue Line,Mandi House,3,340,57,17.0,Low,0,0,Clear
2026-01-14,22:45,Wednesday,DMT-R013,Green Line,Mundka,6,340,61,18.1,Low,0,0,Rainy
2026-01-05,22:25,Monday,DMT-R007,Blue Line,Indraprastha,8,320,78,24.5,Low,0,0,Smoggy
2026-01-31,07:55,Saturday,DMT-G006,Blue Line,Noida Sector 15,5,350,289,82.6,High,0,0,Rainy
2026-02-24,20:10,Tuesday,DMT-V008,Violet Line,Escorts Mujesar,8,340,116,34.2,Low,0,0,Foggy
2026-01-23,23:35,Friday,DMT-G011,Violet Line,Jasola Apollo,8,350,48,13.7,Low,0,0,Foggy
2026-01-16,15:05,Friday,DMT-G017,Green Line,Peeragarhi,1,350,107,30.8,Low,0,0,Clear
2026-01-25,16:20,Sunday,DMT-V009,Yellow Line,Jor Bagh,3,300,51,17.0,Low,0,1,Clear
2026-01-10,15:40,Saturday,DMT-V017,Yellow Line,Civil Lines,4,340,52,15.5,Low,0,0,Cloudy
2026-01-24,10:25,Saturday,DMT-B018,Yellow Line,Central Secretariat,4,350,420,120.0,Overcrowded,1,0,Rainy
2026-02-18,06:15,Wednesday,DMT-V011,Violet Line,Jangpura,4,350,78,22.5,Low,0,0,Foggy
2026-02-19,20:15,Thursday,DMT-G002,Green Line,Udyog Nagar,6,320,119,37.3,Low,0,0,Cloudy
2026-01-10,07:05,Saturday,DMT-Y021,Blue Line,Janakpuri West,3,300,112,37.3,Low,0,0,Clear
2026-02-12,14:50,Thursday,DMT-B022,Red Line,Dilshad Garden,4,300,67,22.6,Low,0,0,Rainy
2026-01-22,07:35,Thursday,DMT-Y024,Blue Line,Indraprastha,4,300,83,27.9,Low,0,0,Foggy
2026-02-21,06:55,Saturday,DMT-B018,Green Line,Ashok Park Main,5,320,83,26.2,Low,0,0,Foggy
2026-01-04,23:20,Sunday,DMT-B004,Green Line,Nangloi Railway Station,8,320,54,17.2,Low,0,1,Foggy
2026-01-03,10:20,Saturday,DMT-R010,Yellow Line,Rohini Sector 18,2,350,198,56.8,Medium,1,0,Clear
2026-02-14,22:25,Saturday,DMT-G011,Yellow Line,MG Road,4,350,110,31.6,Low,0,0,Foggy
2026-01-16,11:35,Friday,DMT-Y012,Green Line,Maharaja Surajmal Stadium,8,350,169,48.3,Low,0,0,Clear
2026-01-10,08:40,Saturday,DMT-B006,Red Line,Shastri Park,4,320,277,86.7,High,1,0,Foggy
2026-01-22,16:20,Thursday,DMT-G019,Red Line,Dilshad Garden,2,320,117,36.7,Low,0,0,Smoggy
2026-01-22,05:50,Thursday,DMT-V025,Green Line,Satguru Ram Singh Marg,7,350,52,14.9,Low,0,0,Foggy
2026-02-18,09:40,Wednesday,DMT-R025,Red Line,Kashmere Gate,4,350,394,112.7,Overcrowded,1,0,Foggy
2026-01-11,09:55,Sunday,DMT-V004,Blue Line,Barakhamba Road,6,350,66,19.0,Low,1,1,Rainy
2026-02-23,12:00,Monday,DMT-R015,Violet Line,Mandi House,2,340,161,47.6,Low,0,0,Smoggy
2026-02-24,13:00,Tuesday,DMT-R014,Green Line,Maharaja Surajmal Stadium,7,340,216,63.6,Medium,0,0,Cloudy
2026-01-29,12:05,Thursday,DMT-R018,Green Line,Nangloi Railway Station,1,300,142,47.4,Low,0,0,Foggy
2026-01-23,20:50,Friday,DMT-B003,Yellow Line,Chawri Bazar,4,320,140,43.8,Low,0,0,Clear
2026-02-17,08:40,Tuesday,DMT-R009,Green Line,Kirti Nagar,3,300,256,85.6,High,1,0,Cloudy
2026-01-15,05:45,Thursday,DMT-R015,Green Line,Kirti Nagar,1,350,46,13.2,Low,0,0,Cloudy
2026-02-22,11:55,Sunday,DMT-R024,Red Line,Kohat Enclave,2,300,36,12.1,Low,0,1,Foggy
2026-01-15,12:45,Thursday,DMT-R004,Violet Line,Jangpura,5,350,203,58.3,Medium,0,0,Cloudy
2026-01-05,16:05,Monday,DMT-B020,Red Line,Rithala,6,350,162,46.4,Low,0,0,Foggy
2026-02-11,06:15,Wednesday,DMT-B018,Violet Line,Kalkaji Mandir,8,320,72,22.7,Low,0,0,Cloudy
2026-01-23,08:20,Friday,DMT-Y016,Red Line,Shahdara,3,340,272,80.2,High,1,0,Rainy
2026-02-08,06:40,Sunday,DMT-V024,Red Line,Rithala,8,340,55,16.4,Low,0,1,Foggy
2026-01-20,17:45,Tuesday,DMT-V014,Violet Line,Sector 28,8,300,275,92.0,High,1,0,Clear
2026-01-03,13:50,Saturday,DMT-B021,Yellow Line,Model Town,4,320,183,57.5,Medium,0,0,Cloudy
2026-02-25,16:00,Wednesday,DMT-B002,Violet Line,JLN Stadium,1,300,262,87.6,High,0,0,Foggy
2026-01-20,12:15,Tuesday,DMT-V006,Red Line,Rohini West,7,340,187,55.3,Medium,0,0,Clear
2026-01-05,20:45,Monday,DMT-R022,Violet Line,Mewala Maharajpur,2,320,232,72.8,Medium,0,0,Foggy
2026-02-16,19:00,Monday,DMT-B011,Blue Line,Noida Sector 16,1,320,360,112.6,Overcrowded,1,0,Smoggy
2026-01-31,06:00,Saturday,DMT-B013,Red Line,Tis Hazari,8,340,103,30.4,Low,0,0,Clear
2026-01-06,16:25,Tuesday,DMT-G025,Violet Line,Badarpur Border,1,300,110,37.0,Low,0,0,Rainy
2026-01-13,20:25,Tuesday,DMT-V023,Blue Line,Kirti Nagar,8,300,159,53.2,Medium,0,0,Foggy
2026-02-16,12:50,Monday,DMT-V006,Yellow Line,Sikanderpur,7,300,154,51.4,Medium,0,0,Rainy
2026-01-30,05:10,Friday,DMT-B018,Green Line,Nangloi Railway Station,4,340,80,23.6,Low,0,0,Smoggy
2026-01-08,09:00,Thursday,DMT-V024,Yellow Line,Vidhan Sabha,1,340,198,58.4,Medium,1,0,Rainy
2026-01-20,08:45,Tuesday,DMT-G009,Yellow Line,Chandni Chowk,7,340,408,120.0,Overcrowded,1,0,Smoggy
2026-02-22,20:00,Sunday,DMT-B012,Red Line,Pratap Nagar,7,350,50,14.5,Low,0,1,Foggy
2026-01-02,18:20,Friday,DMT-Y007,Blue Line,Indraprastha,8,350,212,60.6,Medium,1,0,Clear
2026-01-23,22:55,Friday,DMT-Y005,Green Line,Rajdhani Park,2,300,36,12.2,Low,0,0,Clear
2026-02-11,19:15,Wednesday,DMT-B017,Green Line,Punjabi Bagh,4,350,420,120.0,Overcrowded,1,0,Clear
2026-01-10,13:55,Saturday,DMT-V025,Yellow Line,Hauz Khas,4,350,132,37.9,Low,0,0,Smoggy
2026-02-03,06:15,Tuesday,DMT-V016,Violet Line,Escorts Mujesar,6,300,45,15.1,Low,0,0,Foggy
2026-02-22,23:45,Sunday,DMT-G025,Red Line,Rohini West,2,340,36,10.8,Low,0,1,Foggy
2026-02-02,15:00,Monday,DMT-R007,Yellow Line,Kashmere Gate,3,340,30,8.8,Low,0,0,Clear
