date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-02-28,Saturday,22,GTB Nagar,Yellow Line,121,Up,0,0,Rainy
2026-02-07,Saturday,20,Jor Bagh,Yellow Line,174,Up,0,0,Cloudy
2026-02-05,Thursday,23,Khan Market,Violet Line,87,Up,0,0,Foggy
2026-01-09,Friday,16,Mewala Maharajpur,Violet Line,310,Down,0,0,Foggy
2026-01-14,Wednesday,17,Central Secretariat,Yellow Line,1171,Up,1,0,Foggy
2026-02-12,Thursday,19,Kalkaji Mandir,Violet Line,278,Up,1,0,Cloudy
2026-01-02,Friday,16,Tughlakabad,Violet Line,246,Down,0,0,Foggy
2026-02-05,Thursday,15,Pragati Maidan,Blue Line,54,Down,0,0,Rainy
2026-01-27,Tuesday,16,Paschim Vihar East,Green Line,211,Up,0,0,Clear
2026-02-05,Thursday,7,Rohini East,Red Line,181,Up,0,0,Cloudy
2026-01-12,Monday,12,Race Course,Yellow Line,342,Up,0,0,Foggy
2026-02-13,Friday,21,Sarita Vihar,Violet Line,121,Up,0,0,Clear
2026-02-07,Saturday,23,New Delhi,Yellow Line,454,Up,0,0,Clear
2026-01-11,Sunday,12,Sikanderpur,Yellow Line,226,Up,0,1,Foggy
2026-01-19,Monday,21,Shastri Park,Red Line,114,Down,0,0,Cloudy
2026-02-25,Wednesday,10,Vishwavidyalaya,Yellow Line,1133,Down,1,0,Smoggy
2026-02-25,Wednesday,22,Welcome,Red Line,80,Up,0,0,Foggy
2026-01-21,Wednesday,14,Janpath,Violet Line,146,Up,0,0,Cloudy
2026-02-17,Tuesday,8,Saket,Yellow Line,549,Down,1,0,Foggy
2026-01-09,Friday,15,Guru Dronacharya,Yellow Line,91,Down,0,0,Smoggy
2026-02-09,Monday,16,Mundka,Green Line,295,Up,0,0,Clear
2026-01-23,Friday,14,Patel Chowk,Yellow Line,52,Up,0,0,Foggy
2026-02-13,Friday,22,Model Town,Yellow Line,86,Down,0,0,Foggy
2026-01-14,Wednesday,12,Badarpur Border,Violet Line,190,Up,0,0,Smoggy
2026-01-12,Monday,17,Badkhal Mor,Violet Line,660,Up,1,0,Foggy
2026-01-07,Wednesday,12,Badarpur Border,Violet Line,319,Down,0,0,Clear
2026-02-19,Thursday,10,Ramesh Nagar,Blue Line,287,Up,1,0,Rainy
2026-01-31,Saturday,9,Bata Chowk,Violet Line,375,Down,1,0,Clear
2026-02-16,Monday,11,Udyog Bhawan,Yellow Line,280,Up,0,0,Clear
2026-02-01,Sunday,6,Kohat Enclave,Red Line,102,Up,0,1,Smoggy
2026-02-21,Saturday,9,HUDA City Centre,Yellow Line,941,Down,1,0,Clear
2026-01-26,Monday,5,Noida City Centre,Blue Line,147,Down,0,1,Smoggy
2026-01-10,Saturday,8,Qutab Minar,Yellow Line,721,Down,1,0,Cloudy
2026-02-01,Sunday,8,Govindpuri,Violet Line,92,Down,1,1,Cloudy
2026-02-18,Wednesday,5,Badkhal Mor,Violet Line,54,Down,0,0,Rainy
2026-02-03,Tuesday,7,Dwarka Sector 8,Blue Line,344,Up,0,0,Clear
2026-01-13,Tuesday,23,Sector 28,Violet Line,113,Up,0,0,Foggy
2026-01-17,Saturday,22,New Delhi,Yellow Line,435,Up,0,0,Cloudy
2026-01-21,Wednesday,8,Noida Sector 16,Blue Line,586,Up,1,0,Foggy
2026-02-14,Saturday,20,JLN Stadium,Violet Line,306,Down,0,0,Smoggy
2026-02-15,Sunday,8,Moolchand,Violet Line,94,Down,1,1,Smoggy
2026-01-11,Sunday,23,Moolchand,Violet Line,79,Down,0,1,Cloudy
2026-02-25,Wednesday,8,Uttam Nagar East,Blue Line,623,Up,1,0,Foggy
2026-01-16,Friday,10,Paschim Vihar East,Green Line,333,Up,1,0,Cloudy
2026-02-10,Tuesday,5,Uttam Nagar East,Blue Line,119,Up,0,0,Rainy
2026-01-27,Tuesday,21,Udyog Nagar,Green Line,37,Up,0,0,Smoggy
2026-01-10,Saturday,16,Madipur,Green Line,203,Down,0,0,Foggy
2026-01-07,Wednesday,9,Rajiv Chowk,Blue Line,1758,Down,1,0,Foggy
2026-01-20,Tuesday,8,Janpath,Violet Line,254,Up,1,0,Cloudy
2026-02-14,Saturday,6,Dwarka Sector 8,Blue Line,79,Down,0,0,Cloudy
2026-02-14,Saturday,20,Mohan Estate,Violet Line,268,Down,0,0,Cloudy
2026-02-23,Monday,22,Qutab Minar,Yellow Line,158,Down,0,0,Cloudy
2026-02-26,Thursday,12,Dwarka Sector 21,Blue Line,233,Up,0,1,Rainy
2026-02-14,Saturday,19,Keshav Puram,Red Line,391,Down,1,0,Foggy
2026-01-06,Tuesday,10,Dwarka,Blue Line,691,Down,1,0,Clear
2026-01-02,Friday,21,Peeragarhi,Green Line,76,Down,0,0,Clear
2026-02-26,Thursday,19,Udyog Bhawan,Yellow Line,97,Down,1,1,Cloudy
2026-01-11,Sunday,22,Shastri Nagar,Red Line,102,Down,0,1,Rainy
2026-01-25,Sunday,17,Central Secretariat,Yellow Line,152,Down,1,1,Cloudy
2026-01-30,Friday,17,Udyog Nagar,Green Line,426,Down,1,0,Rainy
2026-01-18,Sunday,19,Civil Lines,Yellow Line,69,Up,1,1,Clear
2026-01-22,Thursday,15,Azadpur,Yellow Line,230,Up,0,0,Foggy
2026-01-12,Monday,5,Mohan Estate,Violet Line,65,Down,0,0,Cloudy
2026-01-06,Tuesday,11,Sector 28,Violet Line,261,Up,0,0,Foggy
2026-01-11,Sunday,12,Rajouri Garden,Blue Line,215,Up,0,1,Smoggy
2026-01-08,Thursday,21,Pitampura,Red Line,77,Down,0,0,Foggy
2026-02-08,Sunday,20,Ashok Park Main,Green Line,110,Down,0,1,Foggy
2026-01-28,Wednesday,12,Inderlok,Red Line,207,Up,0,0,Clear
2026-02-24,Tuesday,15,Seelampur,Red Line,136,Down,0,0,Cloudy
2026-01-17,Saturday,19,Saket,Yellow Line,530,Up,1,0,Foggy
2026-02-22,Sunday,8,Satguru Ram Singh Marg,Green Line,75,Up,1,1,Smoggy
2026-01-20,Tuesday,11,Nehru Place,Violet Line,408,Down,0,0,Smoggy
2026-02-04,Wednesday,23,Shivaji Park,Green Line,136,Up,0,0,Clear
2026-02-03,Tuesday,7,Govindpuri,Violet Line,256,Down,0,0,Cloudy
2026-02-06,Friday,8,Arjan Garh,Yellow Line,466,Down,1,0,Clear
2026-02-24,Tuesday,12,AIIMS,Yellow Line,205,Down,0,0,Cloudy
2026-01-05,Monday,17,Kailash Colony,Violet Line,433,Up,1,0,Smoggy
2026-02-12,Thursday,10,Rajdhani Park,Green Line,414,Up,1,0,Rainy
2026-01-24,Saturday,6,Rohini East,Red Line,66,Up,0,0,Clear
2026-02-22,Sunday,16,Ramesh Nagar,Blue Line,58,Down,0,1,Clear
2026-01-25,Sunday,23,Yamuna Bank,Blue Line,215,Down,0,1,Foggy
2026-02-11,Wednesday,10,Jangpura,Violet Line,737,Up,1,0,Cloudy
2026-02-01,Sunday,11,AIIMS,Yellow Line,90,Up,0,1,Foggy
2026-02-12,Thursday,11,Pragati Maidan,Blue Line,354,Down,0,0,Clear
2026-01-20,Tuesday,19,Tughlakabad,Violet Line,642,Down,1,0,Cloudy
2026-02-14,Saturday,14,Rohini Sector 18,Yellow Line,87,Down,0,0,Clear
2026-01-15,Thursday,12,Sarita Vihar,Violet Line,333,Up,0,0,Clear
2026-02-07,Saturday,16,Jangpura,Violet Line,160,Down,0,0,Smoggy
2026-02-12,Thursday,6,Rajouri Garden,Blue Line,216,Down,0,0,Foggy
2026-01-01,Thursday,11,Guru Dronacharya,Yellow Line,188,Up,0,0,Clear
2026-02-16,Monday,9,Patel Chowk,Yellow Line,522,Up,1,0,Foggy
2026-02-13,Friday,18,Maharaja Surajmal Stadium,Green Line,862,Down,1,0,Foggy
2026-01-06,Tuesday,11,New Delhi,Yellow Line,806,Down,0,0,Clear
2026-02-17,Tuesday,15,Rajouri Garden,Blue Line,352,Down,0,0,Rainy
2026-01-11,Sunday,20,ITO,Violet Line,55,Down,0,1,Clear
2026-01-27,Tuesday,12,Adarsh Nagar,Yellow Line,144,Down,0,0,Smoggy
2026-01-23,Friday,7,Janakpuri West,Blue Line,580,Up,0,0,Foggy
2026-02-28,Saturday,15,Satguru Ram Singh Marg,Green Line,148,Up,0,0,Foggy
2026-01-15,Thursday,10,Seelampur,Red Line,409,Down,1,0,Clear
2026-01-27,Tuesday,14,NHPC Chowk,Violet Line,73,Down,0,0,Clear
2026-02-26,Thursday,22,Chandni Chowk,Yellow Line,335,Down,0,1,Clear
2026-02-15,Sunday,14,Old Faridabad,Violet Line,93,Down,0,1,Cloudy
2026-02-12,Thursday,12,Shastri Nagar,Red Line,265,Down,0,0,Clear
2026-02-11,Wednesday,19,Nangloi,Green Line,529,Down,1,0,Rainy
2026-01-04,Sunday,23,JLN Stadium,Violet Line,54,Up,0,1,Foggy
2026-02-12,Thursday,18,Patel Chowk,Yellow Line,352,Down,1,0,Cloudy
2026-02-12,Thursday,12,Mewala Maharajpur,Violet Line,233,Up,0,0,Clear
2026-01-18,Sunday,5,Nehru Place,Violet Line,154,Down,0,1,Rainy
2026-02-20,Friday,11,Badarpur Border,Violet Line,173,Up,0,0,Foggy
2026-01-24,Saturday,14,Hauz Khas,Yellow Line,427,Up,0,0,Rainy
2026-02-05,Thursday,7,Chandni Chowk,Yellow Line,1327,Down,0,0,Foggy
2026-02-07,Saturday,9,Karol Bagh,Blue Line,1221,Up,1,0,Rainy
2026-02-26,Thursday,8,Adarsh Nagar,Yellow Line,64,Up,1,1,Foggy
2026-02-05,Thursday,11,Satguru Ram Singh Marg,Green Line,397,Down,0,0,Cloudy
2026-02-23,Monday,22,Sultanpur,Yellow Line,40,Down,0,0,Foggy
2026-01-06,Tuesday,21,Rajiv Chowk,Blue Line,434,Down,0,0,Smoggy
2026-02-06,Friday,12,Sarai,Violet Line,328,Up,0,0,Cloudy
2026-02-12,Thursday,18,Chhattarpur,Yellow Line,619,Up,1,0,Foggy
2026-01-08,Thursday,7,Rajiv Chowk,Blue Line,796,Up,0,0,Cloudy
2026-01-18,Sunday,13,Welcome,Red Line,59,Down,0,1,Foggy
2026-01-22,Thursday,23,Badarpur Border,Violet Line,167,Down,0,0,Cloudy
2026-02-26,Thursday,16,Janpath,Violet Line,130,Down,0,1,Cloudy
2026-02-18,Wednesday,19,Sultanpur,Yellow Line,408,Down,1,0,Clear
2026-01-17,Saturday,21,Rajendra Place,Blue Line,81,Up,0,0,Clear
2026-02-13,Friday,17,Sikanderpur,Yellow Line,988,Up,1,0,Cloudy
2026-02-19,Thursday,19,Welcome,Red Line,339,Down,1,0,Cloudy
2026-01-15,Thursday,6,Peeragarhi,Green Line,119,Up,0,0,Clear
2026-02-22,Sunday,9,Dilshad Garden,Red Line,236,Down,1,1,Foggy
2026-01-19,Monday,8,Tis Hazari,Red Line,263,Up,1,0,Smoggy
2026-01-24,Saturday,11,Pratap Nagar,Red Line,350,Up,0,0,Clear
2026-01-03,Saturday,12,Raja Nahar Singh,Violet Line,175,Up,0,0,Cloudy
2026-02-12,Thursday,22,Indraprastha,Blue Line,59,Up,0,0,Smoggy
2026-02-16,Monday,23,Kalkaji Mandir,Violet Line,84,Down,0,0,Cloudy
2026-01-18,Sunday,11,Mandi House,Blue Line,226,Down,0,1,Clear
2026-02-25,Wednesday,17,Noida Sector 15,Blue Line,351,Up,1,0,Rainy
2026-02-12,Thursday,8,Moti Nagar,Blue Line,689,Down,1,0,Cloudy
2026-02-08,Sunday,19,Kailash Colony,Violet Line,75,Down,1,1,Clear
2026-02-10,Tuesday,20,Seelampur,Red Line,383,Down,0,0,Smoggy
2026-01-29,Thursday,5,Mohan Estate,Violet Line,84,Down,0,0,Foggy
2026-01-09,Friday,10,Jama Masjid,Violet Line,272,Down,1,0,Cloudy
2026-02-02,Monday,15,Pulbangash,Red Line,54,Up,0,0,Cloudy
2026-01-21,Wednesday,5,Madipur,Green Line,129,Up,0,0,Clear
2026-02-04,Wednesday,16,Green Park,Yellow Line,313,Down,0,0,Smoggy
2026-02-15,Sunday,10,Seelampur,Red Line,72,Down,1,1,Cloudy
2026-02-07,Saturday,22,Badarpur Border,Violet Line,162,Up,0,0,Clear
2026-01-15,Thursday,9,Raja Nahar Singh,Violet Line,717,Up,1,0,Clear
2026-02-17,Tuesday,7,New Delhi,Yellow Line,618,Up,0,0,Clear
2026-02-08,Sunday,20,Vidhan Sabha,Yellow Line,113,Down,0,1,Smoggy
2026-02-03,Tuesday,16,Govindpuri,Violet Line,179,Up,0,0,Smoggy
2026-02-19,Thursday,5,New Delhi,Yellow Line,440,Down,0,0,Smoggy
2026-01-24,Saturday,17,Karol Bagh,Blue Line,933,Down,1,0,Rainy
2026-02-23,Monday,21,Maharaja Surajmal Stadium,Green Line,106,Up,0,0,Foggy
2026-02-18,Wednesday,18,Mohan Estate,Violet Line,864,Up,1,0,Cloudy
2026-02-23,Monday,8,Noida City Centre,Blue Line,1377,Down,1,0,Foggy
2026-02-27,Friday,10,Ramesh Nagar,Blue Line,244,Down,1,0,Foggy
2026-01-28,Wednesday,6,Patel Chowk,Yellow Line,101,Up,0,0,Foggy
2026-01-13,Tuesday,17,Chandni Chowk,Yellow Line,1767,Up,1,0,Rainy
2026-02-22,Sunday,20,Yamuna Bank,Blue Line,172,Up,0,1,Clear
2026-02-02,Monday,23,Badkhal Mor,Violet Line,73,Down,0,0,Smoggy
2026-01-26,Monday,5,Bata Chowk,Violet Line,58,Down,0,1,Clear
2026-01-03,Saturday,5,Rohini Sector 18,Yellow Line,78,Up,0,0,Cloudy
2026-01-29,Thursday,15,Azadpur,Yellow Line,205,Down,0,0,Foggy
2026-02-02,Monday,12,Jasola Apollo,Violet Line,201,Up,0,0,Clear
2026-01-12,Monday,16,Shahdara,Red Line,213,Up,0,0,Cloudy
2026-01-15,Thursday,15,Arjan Garh,Yellow Line,102,Up,0,0,Foggy
2026-02-14,Saturday,18,Pragati Maidan,Blue Line,465,Up,1,0,Smoggy
2026-01-29,Thursday,8,AIIMS,Yellow Line,529,Up,1,0,Foggy
2026-01-30,Friday,11,Satguru Ram Singh Marg,Green Line,258,Down,0,0,Smoggy
2026-01-26,Monday,21,Jahangirpuri,Yellow Line,86,Down,0,1,Clear
2026-01-06,Tuesday,7,Kirti Nagar,Blue Line,253,Down,0,0,Cloudy
2026-02-14,Saturday,20,Chandni Chowk,Yellow Line,1005,Down,0,0,Rainy
2026-02-18,Wednesday,20,Nehru Place,Violet Line,541,Up,0,0,Foggy
2026-01-20,Tuesday,21,Vishwavidyalaya,Yellow Line,231,Up,0,0,Foggy
2026-02-12,Thursday,19,AIIMS,Yellow Line,503,Up,1,0,Cloudy
2026-01-08,Thursday,18,Dwarka,Blue Line,563,Down,1,0,Clear
2026-02-11,Wednesday,16,Pitampura,Red Line,189,Up,0,0,Foggy
2026-02-06,Friday,18,Yamuna Bank,Blue Line,1103,Up,1,0,Clear
2026-01-28,Wednesday,17,Pulbangash,Red Line,396,Up,1,0,Clear
2026-02-02,Monday,21,Shivaji Park,Green Line,59,Down,0,0,Rainy
2026-01-14,Wednesday,15,Rohini East,Red Line,72,Up,0,0,Smoggy
2026-02-05,Thursday,14,Shahdara,Red Line,54,Down,0,0,Clear
2026-01-24,Saturday,7,Escorts Mujesar,Violet Line,381,Up,0,0,Rainy
2026-02-24,Tuesday,15,Noida Sector 16,Blue Line,38,Down,0,0,Smoggy
2026-02-01,Sunday,7,Janakpuri West,Blue Line,160,Up,0,1,Foggy
2026-02-03,Tuesday,21,AIIMS,Yellow Line,95,Down,0,0,Cloudy
2026-01-16,Friday,16,Dilshad Garden,Red Line,529,Up,0,0,Clear
2026-01-09,Friday,5,Bata Chowk,Violet Line,125,Up,0,0,Clear
2026-01-31,Saturday,7,Khan Market,Violet Line,171,Down,0,0,Clear
2026-02-13,Friday,19,Jasola Apollo,Violet Line,521,Up,1,0,Foggy
2026-02-22,Sunday,9,Kashmere Gate,Yellow Line,335,Up,1,1,Clear
2026-02-28,Saturday,9,Delhi Gate,Violet Line,481,Up,1,0,Foggy
2026-02-03,Tuesday,23,Ghitorni,Yellow Line,112,Down,0,0,Cloudy
2026-01-27,Tuesday,17,Mandi House,Blue Line,877,Up,1,0,Cloudy
2026-01-06,Tuesday,10,Kohat Enclave,Red Line,645,Up,1,0,Foggy
2026-01-18,Sunday,13,MG Road,Yellow Line,61,Down,0,1,Foggy
2026-01-09,Friday,14,Uttam Nagar East,Blue Line,135,Down,0,0,Foggy
2026-01-01,Thursday,5,Dilshad Garden,Red Line,122,Up,0,0,Smoggy
2026-02-11,Wednesday,16,Udyog Nagar,Green Line,350,Up,0,0,Smoggy
2026-02-03,Tuesday,5,Jahangirpuri,Yellow Line,33,Down,0,0,Clear
2026-01-05,Monday,18,INA,Yellow Line,756,Down,1,0,Smoggy
2026-01-14,Wednesday,16,Civil Lines,Yellow Line,207,Up,0,0,Foggy
2026-02-21,Saturday,15,Moti Nagar,Blue Line,152,Down,0,0,Clear
2026-01-29,Thursday,13,HUDA City Centre,Yellow Line,839,Up,0,0,Smoggy
2026-02-16,Monday,9,Chhattarpur,Yellow Line,690,Down,1,0,Clear
2026-02-03,Tuesday,22,Ashok Park Main,Green Line,128,Up,0,0,Clear
2026-02-21,Saturday,9,Noida Sector 15,Blue Line,408,Down,1,0,Foggy
2026-01-06,Tuesday,22,Green Park,Yellow Line,100,Up,0,0,Clear
2026-01-26,Monday,19,Noida Sector 15,Blue Line,99,Up,1,1,Clear
2026-02-28,Saturday,5,Punjabi Bagh,Green Line,81,Down,0,0,Clear
2026-01-29,Thursday,16,Udyog Nagar,Green Line,164,Up,0,0,Foggy
2026-01-19,Monday,13,Civil Lines,Yellow Line,227,Up,0,0,Foggy
2026-02-20,Friday,13,GTB Nagar,Yellow Line,331,Up,0,0,Smoggy
2026-01-08,Thursday,11,Badarpur Border,Violet Line,217,Up,0,0,Cloudy
2026-02-24,Tuesday,19,Jangpura,Violet Line,689,Up,1,0,Cloudy
2026-02-19,Thursday,17,Kirti Nagar,Blue Line,270,Up,1,0,Foggy
2026-02-24,Tuesday,7,Hauz Khas,Yellow Line,997,Up,0,0,Clear
2026-02-13,Friday,15,INA,Yellow Line,58,Down,0,0,Rainy
2026-02-15,Sunday,10,Adarsh Nagar,Yellow Line,83,Up,1,1,Clear
2026-01-28,Wednesday,6,Dwarka Sector 8,Blue Line,99,Up,0,0,Foggy
2026-01-02,Friday,21,Kalkaji Mandir,Violet Line,50,Up,0,0,Smoggy
2026-02-07,Saturday,11,Haiderpur Badli Mor,Yellow Line,151,Down,0,0,Foggy
2026-01-31,Saturday,21,Mandi House,Blue Line,175,Up,0,0,Cloudy
2026-02-13,Friday,20,Dwarka Sector 8,Blue Line,231,Up,0,0,Clear
2026-02-14,Saturday,23,Karol Bagh,Blue Line,169,Up,0,0,Cloudy
2026-01-01,Thursday,23,Indraprastha,Blue Line,113,Down,0,0,Cloudy
2026-01-05,Monday,18,Dilshad Garden,Red Line,1068,Up,1,0,Rainy
2026-02-08,Sunday,14,Dwarka Sector 21,Blue Line,213,Down,0,1,Cloudy
2026-02-25,Wednesday,15,Ghitorni,Yellow Line,94,Down,0,0,Cloudy
2026-02-02,Monday,20,Noida Sector 16,Blue Line,419,Down,0,0,Clear
2026-02-25,Wednesday,13,MG Road,Yellow Line,310,Down,0,0,Foggy
2026-02-01,Sunday,18,Tughlakabad,Violet Line,99,Down,1,1,Clear
2026-01-13,Tuesday,6,Shastri Nagar,Red Line,38,Down,0,0,Rainy
2026-02-03,Tuesday,17,Nangloi,Green Line,405,Up,1,0,Smoggy
2026-01-04,Sunday,21,Model Town,Yellow Line,70,Down,0,1,Cloudy
2026-02-10,Tuesday,8,Barakhamba Road,Blue Line,348,Up,1,0,Clear
2026-02-14,Saturday,16,Dilshad Garden,Red Line,618,Up,0,0,Clear
2026-02-05,Thursday,12,Jasola Apollo,Violet Line,304,Up,0,0,Clear
2026-01-08,Thursday,14,Pulbangash,Red Line,102,Up,0,0,Foggy
2026-01-30,Friday,8,Mundka,Green Line,372,Down,1,0,Smoggy
2026-01-04,Sunday,11,Haiderpur Badli Mor,Yellow Line,56,Down,0,1,Clear
2026-01-05,Monday,20,Kanhaiya Nagar,Red Line,263,Up,0,0,Foggy
2026-02-11,Wednesday,18,Jahangirpuri,Yellow Line,437,Up,1,0,Rainy
2026-01-31,Saturday,7,Welcome,Red Line,449,Up,0,0,Foggy
2026-02-06,Friday,14,ITO,Violet Line,42,Down,0,0,Foggy
2026-01-23,Friday,19,Saket,Yellow Line,467,Down,1,0,Foggy
2026-02-11,Wednesday,6,Moolchand,Violet Line,89,Up,0,0,Rainy
2026-02-28,Saturday,12,Peeragarhi,Green Line,253,Up,0,0,Smoggy
2026-01-19,Monday,19,Inderlok,Red Line,316,Down,1,0,Clear
2026-02-13,Friday,23,Noida Sector 16,Blue Line,81,Up,0,0,Cloudy
2026-01-14,Wednesday,23,Moolchand,Violet Line,74,Up,0,0,Cloudy
2026-02-23,Monday,6,Jahangirpuri,Yellow Line,100,Up,0,0,Rainy
2026-01-01,Thursday,19,Shivaji Park,Green Line,499,Down,1,0,Smoggy
2026-02-17,Tuesday,13,Badarpur Border,Violet Line,240,Up,0,0,Rainy
2026-02-07,Saturday,17,Shahdara,Red Line,450,Up,1,0,Cloudy
2026-02-27,Friday,6,Arjan Garh,Yellow Line,104,Up,0,0,Clear
2026-01-01,Thursday,21,Netaji Subhash Place,Red Line,83,Up,0,0,Cloudy
2026-01-10,Saturday,13,Seelampur,Red Line,170,Up,0,0,Cloudy
2026-01-02,Friday,19,Udyog Bhawan,Yellow Line,633,Up,1,0,Foggy
2026-01-27,Tuesday,16,Sikanderpur,Yellow Line,641,Up,0,0,Cloudy
2026-02-23,Monday,21,JLN Stadium,Violet Line,111,Up,0,0,Foggy
2026-02-02,Monday,21,Model Town,Yellow Line,66,Down,0,0,Cloudy
2026-02-14,Saturday,16,Rajendra Place,Blue Line,278,Up,0,0,Foggy
2026-02-20,Friday,15,Rajdhani Park,Green Line,117,Up,0,0,Smoggy
2026-01-02,Friday,22,Kohat Enclave,Red Line,111,Down,0,0,Foggy
2026-01-24,Saturday,20,Samaypur Badli,Yellow Line,253,Down,0,0,Foggy
2026-02-27,Friday,22,Samaypur Badli,Yellow Line,73,Down,0,0,Foggy
2026-01-15,Thursday,15,Kailash Colony,Violet Line,61,Down,0,0,Foggy
2026-01-19,Monday,12,IFFCO Chowk,Yellow Line,238,Down,0,0,Smoggy
2026-02-17,Tuesday,22,Old Faridabad,Violet Line,113,Down,0,0,Foggy
2026-01-20,Tuesday,17,Mandi House,Blue Line,1127,Down,1,0,Rainy
2026-01-20,Tuesday,12,Patel Chowk,Yellow Line,186,Down,0,0,Foggy
2026-01-01,Thursday,10,Keshav Puram,Red Line,517,Down,1,0,Clear
2026-01-25,Sunday,12,Moolchand,Violet Line,85,Up,0,1,Foggy
2026-01-09,Friday,9,Barakhamba Road,Blue Line,692,Up,1,0,Foggy
2026-01-06,Tuesday,14,Pratap Nagar,Red Line,52,Up,0,0,Clear
2026-01-07,Wednesday,12,Rohini Sector 18,Yellow Line,239,Down,0,0,Clear
2026-02-15,Sunday,22,Adarsh Nagar,Yellow Line,53,Down,0,1,Foggy
2026-01-26,Monday,23,Maharaja Surajmal Stadium,Green Line,116,Up,0,1,Cloudy
2026-02-15,Sunday,8,INA,Yellow Line,120,Up,1,1,Smoggy
2026-01-10,Saturday,5,Chhattarpur,Yellow Line,109,Down,0,0,Cloudy
2026-01-04,Sunday,9,Badkhal Mor,Violet Line,68,Down,1,1,Cloudy
2026-02-07,Saturday,10,Jama Masjid,Violet Line,572,Down,1,0,Clear
2026-02-03,Tuesday,20,Madipur,Green Line,159,Down,0,0,Cloudy
2026-01-16,Friday,22,Barakhamba Road,Blue Line,57,Up,0,0,Foggy
2026-02-20,Friday,7,Sikanderpur,Yellow Line,759,Down,0,0,Foggy
2026-02-13,Friday,13,Kanhaiya Nagar,Red Line,230,Up,0,0,Cloudy
2026-01-19,Monday,19,Nangloi Railway Station,Green Line,271,Down,1,0,Smoggy
2026-02-25,Wednesday,6,Indraprastha,Blue Line,131,Down,0,0,Smoggy
2026-01-31,Saturday,12,Madipur,Green Line,209,Up,0,0,Foggy
2026-02-02,Monday,11,Sarai,Violet Line,186,Down,0,0,Foggy
2026-01-11,Sunday,13,Rithala,Red Line,97,Down,0,1,Cloudy
2026-01-19,Monday,20,Uttam Nagar East,Blue Line,206,Up,0,0,Clear
2026-01-07,Wednesday,23,Green Park,Yellow Line,85,Up,0,0,Foggy
2026-02-02,Monday,23,Nehru Place,Violet Line,378,Down,0,0,Foggy
2026-01-18,Sunday,22,Rajendra Place,Blue Line,60,Up,0,1,Foggy
2026-01-23,Friday,10,Jangpura,Violet Line,463,Up,1,0,Smoggy
2026-02-10,Tuesday,17,Escorts Mujesar,Violet Line,283,Up,1,0,Smoggy
2026-02-03,Tuesday,12,IFFCO Chowk,Yellow Line,243,Up,0,0,Clear
2026-02-17,Tuesday,19,Race Course,Yellow Line,376,Up,1,0,Rainy
2026-01-08,Thursday,10,Central Secretariat,Yellow Line,933,Down,1,0,Foggy
2026-01-14,Wednesday,19,Mohan Estate,Violet Line,301,Up,1,0,Cloudy
2026-01-08,Thursday,13,Kalkaji Mandir,Violet Line,322,Down,0,0,Rainy
2026-02-15,Sunday,5,Qutab Minar,Yellow Line,95,Up,0,1,Smoggy
2026-02-10,Tuesday,8,New Delhi,Yellow Line,1730,Up,1,0,Cloudy
2026-01-25,Sunday,11,Harkesh Nagar Okhla,Violet Line,120,Up,0,1,Clear
2026-01-19,Monday,16,ITO,Violet Line,211,Up,0,0,Foggy
2026-01-03,Saturday,18,Saket,Yellow Line,415,Down,1,0,Clear
2026-02-27,Friday,13,Ramesh Nagar,Blue Line,192,Up,0,0,Clear
2026-02-10,Tuesday,19,Keshav Puram,Red Line,468,Down,1,0,Smoggy
2026-01-07,Wednesday,5,Arjan Garh,Yellow Line,95,Down,0,0,Clear
2026-02-16,Monday,12,JLN Stadium,Violet Line,175,Down,0,0,Clear
2026-02-13,Friday,19,Janpath,Violet Line,359,Down,1,0,Clear
2026-01-09,Friday,6,Janpath,Violet Line,39,Down,0,0,Cloudy
2026-01-13,Tuesday,17,Hauz Khas,Yellow Line,1583,Up,1,0,Cloudy
2026-02-23,Monday,6,Dwarka Sector 8,Blue Line,74,Down,0,0,Foggy
2026-01-23,Friday,20,Pitampura,Red Line,295,Down,0,0,Foggy
2026-01-25,Sunday,15,Dilshad Garden,Red Line,154,Down,0,1,Smoggy
2026-02-27,Friday,14,Mandi House,Blue Line,271,Down,0,0,Cloudy
2026-02-28,Saturday,6,Green Park,Yellow Line,151,Up,0,0,Cloudy
2026-02-18,Wednesday,19,Pulbangash,Red Line,400,Down,1,0,Smoggy
2026-01-28,Wednesday,7,Central Secretariat,Yellow Line,562,Down,0,0,Cloudy
2026-02-21,Saturday,6,Kohat Enclave,Red Line,85,Down,0,0,Cloudy
2026-02-05,Thursday,16,Shastri Park,Red Line,315,Down,0,0,Cloudy
2026-01-29,Thursday,13,Nehru Place,Violet Line,793,Down,0,0,Foggy
2026-01-28,Wednesday,16,Azadpur,Yellow Line,477,Down,0,0,Clear
2026-02-22,Sunday,5,Rohini East,Red Line,106,Up,0,1,Foggy
2026-02-10,Tuesday,5,Malviya Nagar,Yellow Line,98,Down,0,0,Foggy
2026-02-11,Wednesday,11,JLN Stadium,Violet Line,240,Up,0,0,Foggy
2026-01-04,Sunday,21,Ghitorni,Yellow Line,64,Down,0,1,Clear
2026-02-28,Saturday,17,Brigadier Hoshiar Singh,Green Line,594,Up,1,0,Clear
