date,day,line,ridership_count,avg_trip_duration_min,revenue_inr,transport_type,total_trips,operational_hours,is_holiday,weather
2026-02-11,Wednesday,Yellow Line,81646,22.0,1920044.65,Metro Rail,306,18.48307361106916,0,Rainy
2026-01-23,Friday,Blue Line,67909,24.4,1387337.91,Metro Rail,223,18.086077714632648,0,Foggy
2026-01-28,Wednesday,Red Line,44966,52.2,1249657.64,Metro Rail,382,17.564253210131124,0,Cloudy
2026-01-23,Friday,Violet Line,54417,26.3,1046967.22,Metro Rail,190,17.817844608566134,0,Foggy
2026-01-25,Sunday,Green Line,10437,36.6,246594.46,Metro Rail,176,18.369268846374744,1,Foggy
2026-01-13,Tuesday,Green Line,31348,18.7,729672.79,Metro Rail,290,18.8160162610741,0,Foggy
2026-01-19,Monday,Blue Line,67720,22.8,2130759.33,Metro Rail,271,18.692969542672486,0,Foggy
2026-02-05,Thursday,Blue Line,66759,15.9,1569413.61,Metro Rail,318,18.881148701996732,0,Clear
2026-02-11,Wednesday,Red Line,45095,26.9,1158908.54,Metro Rail,275,17.55278374534805,0,Clear
2026-01-06,Tuesday,Green Line,31575,29.0,647171.77,Metro Rail,311,18.79479309787545,0,Rainy
2026-01-05,Monday,Red Line,44961,23.2,1115704.9,Metro Rail,236,18.935866865420277,0,Foggy
2026-02-07,Saturday,Green Line,17389,30.5,458562.21,Metro Rail,264,18.857195638834185,0,Foggy
2026-01-24,Saturday,Blue Line,37887,53.4,1137500.53,Metro Rail,346,18.70911629682999,0,Smoggy
2026-01-22,Thursday,Green Line,31540,16.3,917941.15,Metro Rail,156,18.203733957805724,0,Clear
2026-02-14,Saturday,Blue Line,37003,16.1,702526.12,Metro Rail,336,17.927346562081272,0,Cloudy
2026-02-09,Monday,Blue Line,67918,51.6,1301017.64,Metro Rail,319,17.9728917507346,0,Cloudy
2026-01-29,Thursday,Blue Line,67585,23.5,1221066.83,Metro Rail,333,18.01406958093579,0,Smoggy
2026-01-01,Thursday,Blue Line,67260,27.9,2115017.01,Metro Rail,296,18.646471172704903,0,Foggy
2026-01-20,Tuesday,Blue Line,67107,27.3,1898609.23,Metro Rail,190,18.210342517044065,0,Foggy
2026-01-15,Thursday,Violet Line,54208,47.9,1408156.75,Metro Rail,358,18.626721533168062,0,Smoggy
2026-02-07,Saturday,Green Line,17493,46.3,405873.37,Metro Rail,219,17.702851318155602,0,Clear
2026-01-05,Monday,Green Line,31505,52.3,667006.26,Metro Rail,257,18.79834637604505,0,Foggy
2026-01-25,Sunday,Green Line,10565,44.7,335775.73,Metro Rail,325,17.67286909531634,1,Foggy
2026-01-16,Friday,Red Line,45274,39.4,840698.09,Metro Rail,246,17.506140894061268,0,Foggy
2026-01-13,Tuesday,Green Line,31479,51.0,763100.95,Metro Rail,370,18.103198062585726,0,Clear
2026-02-26,Thursday,Red Line,14836,47.5,284147.56,Metro Rail,253,17.683389279183764,1,Rainy
2026-01-24,Saturday,Yellow Line,44983,25.8,1301837.94,Metro Rail,374,18.481506169588716,0,Clear
2026-01-23,Friday,Green Line,31431,15.7,591478.61,Metro Rail,384,18.70295093662598,0,Smoggy
2026-01-19,Monday,Red Line,45330,19.8,1399351.98,Metro Rail,326,18.264659032531917,0,Clear
2026-02-16,Monday,Yellow Line,81441,25.2,2545315.3,Metro Rail,369,18.74794429436982,0,Smoggy
2026-02-06,Friday,Violet Line,53989,35.5,1124914.37,Metro Rail,377,18.111731026968613,0,Clear
2026-02-21,Saturday,Yellow Line,44883,36.4,955031.99,Metro Rail,225,17.71051862957074,0,Clear
2026-01-20,Tuesday,Red Line,45015,42.9,971636.61,Metro Rail,281,18.690074218544744,0,Foggy
2026-02-08,Sunday,Yellow Line,27093,32.5,642823.71,Metro Rail,226,18.573242958689086,1,Rainy
2026-01-05,Monday,Yellow Line,80580,54.1,2546072.28,Metro Rail,340,17.6132446355829,0,Cloudy
2026-01-08,Thursday,Yellow Line,80202,54.7,1603102.18,Metro Rail,302,17.943926279594514,0,Foggy
2026-01-20,Tuesday,Blue Line,67446,47.1,1522706.28,Metro Rail,379,18.22228026228712,0,Smoggy
2026-01-14,Wednesday,Green Line,31614,28.2,984042.91,Metro Rail,297,18.785967480942727,0,Clear
2026-02-26,Thursday,Red Line,15029,21.8,395925.65,Metro Rail,199,18.323401096803053,1,Cloudy
2026-02-10,Tuesday,Red Line,44881,38.6,919646.37,Metro Rail,263,18.900728276008845,0,Clear
2026-02-24,Tuesday,Violet Line,54025,17.8,1513277.9,Metro Rail,385,18.56552327964003,0,Cloudy
2026-02-17,Tuesday,Red Line,45277,43.5,1390396.0,Metro Rail,174,17.865085094507613,0,Smoggy
2026-01-19,Monday,Yellow Line,80654,39.0,1679455.2,Metro Rail,309,18.582351775279975,0,Clear
2026-01-21,Wednesday,Yellow Line,80870,22.6,2057105.59,Metro Rail,230,17.67220517340899,0,Foggy
2026-01-23,Friday,Red Line,45304,23.2,1286490.87,Metro Rail,151,17.860229040082253,0,Clear
2026-01-14,Wednesday,Yellow Line,81034,48.7,1522860.02,Metro Rail,229,18.22468505642064,0,Foggy
2026-01-25,Sunday,Red Line,14949,55.0,385116.32,Metro Rail,180,18.274171311335373,1,Clear
2026-02-12,Thursday,Red Line,45106,51.6,1064616.31,Metro Rail,246,18.671831673995463,0,Clear
2026-02-06,Friday,Green Line,31600,20.4,980505.98,Metro Rail,375,18.583822267931694,0,Foggy
2026-01-09,Friday,Blue Line,67138,18.5,1477396.25,Metro Rail,234,17.649298063003823,0,Foggy
2026-02-01,Sunday,Yellow Line,27039,48.9,728894.36,Metro Rail,276,17.926167218748205,1,Cloudy
2026-01-23,Friday,Yellow Line,81630,51.3,2372881.49,Metro Rail,380,18.52863805713412,0,Cloudy
2026-02-01,Sunday,Red Line,15070,29.0,275591.57,Metro Rail,303,18.678027153409722,1,Foggy
2026-02-01,Sunday,Red Line,15023,39.7,356572.05,Metro Rail,235,18.95667672012174,1,Cloudy
2026-02-04,Wednesday,Yellow Line,80665,27.2,2096384.57,Metro Rail,207,17.510231224118026,0,Clear
2026-01-08,Thursday,Red Line,44834,28.2,919325.75,Metro Rail,355,17.711921389020688,0,Cloudy
2026-02-27,Friday,Yellow Line,80926,49.8,2231914.55,Metro Rail,394,18.275712628779615,0,Clear
2026-01-26,Monday,Yellow Line,27142,40.8,644231.92,Metro Rail,153,18.6411265488784,1,Clear
2026-01-18,Sunday,Violet Line,17824,49.5,372394.22,Metro Rail,394,18.177007310187122,1,Clear
2026-01-15,Thursday,Red Line,44991,28.4,1394492.98,Metro Rail,295,18.499509199160748,0,Smoggy
2026-01-25,Sunday,Yellow Line,26870,33.9,789991.18,Metro Rail,356,17.529862851314334,1,Cloudy
2026-01-09,Friday,Red Line,44701,33.4,1415825.38,Metro Rail,168,18.819630027058125,0,Clear
2026-02-01,Sunday,Red Line,15014,15.5,377520.15,Metro Rail,185,18.017354483987045,1,Cloudy
2026-01-25,Sunday,Yellow Line,26969,48.2,726817.96,Metro Rail,291,18.72463134551406,1,Cloudy
2026-02-12,Thursday,Red Line,45185,49.0,1089372.45,Metro Rail,334,18.66883395617576,0,Foggy
2026-02-14,Saturday,Green Line,17639,35.2,557951.74,Metro Rail,232,17.945883181111643,0,Cloudy
2026-01-19,Monday,Red Line,45079,51.0,895094.77,Metro Rail,214,17.925374835758838,0,Cloudy
2026-02-06,Friday,Blue Line,67834,50.8,1998965.58,Metro Rail,238,17.623525939056996,0,Cloudy
2026-01-11,Sunday,Red Line,14946,25.2,377188.04,Metro Rail,173,18.482371920169278,1,Foggy
2026-01-11,Sunday,Blue Line,22372,25.2,540331.85,Metro Rail,248,17.883724781403163,1,Foggy
2026-01-11,Sunday,Violet Line,18144,51.3,563615.36,Metro Rail,303,18.59207609635219,1,Smoggy
2026-02-24,Tuesday,Green Line,31322,47.8,994991.02,Metro Rail,152,18.688639344166518,0,Cloudy
2026-02-09,Monday,Green Line,31610,53.8,607189.75,Metro Rail,293,17.82771572164229,0,Foggy
2026-01-13,Tuesday,Yellow Line,80913,27.8,1579528.46,Metro Rail,170,18.78831482126693,0,Clear
2026-02-26,Thursday,Green Line,10381,40.9,228414.09,Metro Rail,157,17.641309307734765,1,Foggy
2026-01-22,Thursday,Blue Line,67077,20.8,1316293.86,Metro Rail,272,18.78236830103121,0,Foggy
2026-02-07,Saturday,Red Line,24852,25.2,578474.37,Metro Rail,184,18.084223124606655,0,Clear
2026-02-21,Saturday,Violet Line,30288,37.0,569675.43,Metro Rail,331,18.239812054132024,0,Foggy
2026-02-28,Saturday,Blue Line,37308,29.1,675025.29,Metro Rail,320,18.862144062277615,0,Clear
2026-01-27,Tuesday,Green Line,31568,30.8,770290.87,Metro Rail,388,18.675100089667993,0,Foggy
2026-02-01,Sunday,Violet Line,17763,21.7,498526.63,Metro Rail,370,18.836751987226126,1,Rainy
2026-01-14,Wednesday,Yellow Line,81523,20.2,1499107.91,Metro Rail,150,18.8928372219467,0,Clear
2026-01-01,Thursday,Yellow Line,81579,25.2,2365667.2,Metro Rail,394,18.29192391891368,0,Cloudy
2026-01-14,Wednesday,Yellow Line,81102,54.7,1639994.59,Metro Rail,325,18.6370449924324,0,Foggy
2026-02-10,Tuesday,Green Line,31381,36.7,630741.42,Metro Rail,251,18.060342408569554,0,Cloudy
2026-02-14,Saturday,Yellow Line,44973,43.1,1173401.34,Metro Rail,229,18.51652913330662,0,Clear
2026-01-21,Wednesday,Red Line,45200,27.1,896347.25,Metro Rail,307,17.993169334493643,0,Clear
2026-02-18,Wednesday,Green Line,31551,33.7,770997.06,Metro Rail,259,18.450838480037287,0,Clear
2026-01-03,Saturday,Blue Line,37554,32.9,979907.21,Metro Rail,235,17.84475511462881,0,Cloudy
2026-01-24,Saturday,Yellow Line,45055,18.1,1399066.36,Metro Rail,276,18.01497508564151,0,Foggy
2026-01-21,Wednesday,Blue Line,67545,29.5,1702085.58,Metro Rail,192,17.839118692643858,0,Foggy
2026-01-20,Tuesday,Green Line,31393,28.0,619459.16,Metro Rail,255,18.454128566983922,0,Foggy
2026-02-23,Monday,Yellow Line,80695,27.8,2070575.32,Metro Rail,262,18.228179767030845,0,Rainy
2026-01-26,Monday,Green Line,10353,39.6,314768.39,Metro Rail,345,18.690075786721405,1,Clear
2026-01-11,Sunday,Green Line,10504,49.9,293723.54,Metro Rail,375,18.777957310140582,1,Clear
2026-01-25,Sunday,Violet Line,18080,25.6,553750.89,Metro Rail,389,17.908729945155596,1,Cloudy
2026-01-17,Saturday,Yellow Line,45048,36.0,1178888.41,Metro Rail,300,18.76375248907423,0,Rainy
2026-01-13,Tuesday,Red Line,44933,22.0,1175809.17,Metro Rail,336,18.637276761337986,0,Foggy
2026-01-30,Friday,Green Line,31709,53.9,628082.83,Metro Rail,359,18.516624424957218,0,Foggy
2026-01-12,Monday,Green Line,31564,16.2,734112.44,Metro Rail,312,17.78398074928264,0,Foggy
2026-02-19,Thursday,Blue Line,67747,51.1,2131459.89,Metro Rail,189,18.176716878920256,0,Clear
2026-01-25,Sunday,Yellow Line,26794,23.8,518754.7,Metro Rail,252,17.937355470949235,1,Clear
2026-02-18,Wednesday,Yellow Line,80580,40.9,2339377.58,Metro Rail,385,18.106044768784248,0,Foggy
2026-01-16,Friday,Yellow Line,80218,50.1,2325399.6,Metro Rail,242,17.952192073386552,0,Foggy
2026-02-18,Wednesday,Blue Line,67999,29.8,1276627.57,Metro Rail,207,18.136596214411764,0,Clear
2026-02-09,Monday,Yellow Line,80904,30.2,2459246.28,Metro Rail,395,17.72948546500701,0,Foggy
2026-01-16,Friday,Green Line,31507,26.3,772903.63,Metro Rail,273,18.591987100244886,0,Clear
2026-02-17,Tuesday,Green Line,31609,39.3,616456.08,Metro Rail,203,17.722540470234335,0,Cloudy
2026-01-01,Thursday,Yellow Line,81430,15.6,2170245.56,Metro Rail,169,18.10512208819362,0,Clear
2026-02-22,Sunday,Yellow Line,27277,37.0,759538.9,Metro Rail,196,17.850702256822444,1,Clear
2026-02-17,Tuesday,Violet Line,53952,49.0,1504223.46,Metro Rail,179,18.891441281814686,0,Foggy
2026-02-08,Sunday,Green Line,10574,21.8,335717.77,Metro Rail,365,18.631232387651394,1,Cloudy
2026-02-01,Sunday,Violet Line,17721,26.8,353105.0,Metro Rail,241,17.864942577525724,1,Cloudy
2026-02-19,Thursday,Green Line,31535,37.7,889207.13,Metro Rail,217,18.521210491158527,0,Rainy
2026-01-24,Saturday,Green Line,17618,34.6,370229.39,Metro Rail,247,18.02126859165829,0,Cloudy
2026-01-29,Thursday,Yellow Line,81430,53.3,1994790.08,Metro Rail,181,17.507564688395377,0,Rainy
2026-02-03,Tuesday,Yellow Line,80805,27.6,1784380.73,Metro Rail,239,17.593114853734004,0,Rainy
2026-01-11,Sunday,Blue Line,22596,34.4,543356.43,Metro Rail,228,17.990739761136425,1,Clear
2026-01-02,Friday,Violet Line,53858,45.7,1023491.17,Metro Rail,178,17.812422911803097,0,Clear
2026-01-25,Sunday,Green Line,10311,55.0,255030.68,Metro Rail,370,17.71410500974371,1,Clear
2026-01-21,Wednesday,Green Line,31563,51.3,683592.38,Metro Rail,259,18.816150511516362,0,Smoggy
2026-02-06,Friday,Violet Line,54084,40.0,1356827.63,Metro Rail,292,18.542982346982157,0,Rainy
2026-02-13,Friday,Green Line,31485,45.1,573516.16,Metro Rail,285,18.051904679543462,0,Foggy
2026-02-28,Saturday,Red Line,25056,30.3,557009.22,Metro Rail,227,18.818665103430394,0,Clear
2026-01-26,Monday,Yellow Line,27091,20.1,769119.02,Metro Rail,342,17.97643419843876,1,Foggy
2026-02-24,Tuesday,Red Line,44618,30.9,1067487.58,Metro Rail,292,17.95555795638135,0,Clear
2026-01-21,Wednesday,Blue Line,67675,34.2,2035747.85,Metro Rail,229,17.672249325546243,0,Foggy
2026-02-26,Thursday,Violet Line,17840,29.8,519130.09,Metro Rail,254,18.020307828012253,1,Foggy
2026-01-07,Wednesday,Violet Line,54025,28.1,1628872.9,Metro Rail,352,18.58416822338798,0,Clear
2026-02-08,Sunday,Yellow Line,26814,15.7,634073.03,Metro Rail,190,17.741058306365893,1,Clear
2026-02-09,Monday,Violet Line,54250,25.9,1212555.37,Metro Rail,357,18.43494483690591,0,Clear
2026-01-21,Wednesday,Yellow Line,82053,31.0,1806045.06,Metro Rail,217,18.335575675351016,0,Cloudy
2026-01-31,Saturday,Red Line,24750,49.2,767205.95,Metro Rail,187,18.07330778044753,0,Clear
2026-02-14,Saturday,Violet Line,29828,37.5,831942.19,Metro Rail,154,18.60450376702426,0,Smoggy
2026-01-16,Friday,Violet Line,54264,53.6,1094325.9,Metro Rail,176,17.644994758298587,0,Foggy
2026-02-19,Thursday,Green Line,31413,49.2,715224.01,Metro Rail,154,18.833244046231563,0,Cloudy
2026-01-08,Thursday,Green Line,31777,45.1,601858.81,Metro Rail,182,18.51914744663209,0,Smoggy
2026-01-08,Thursday,Yellow Line,81005,34.5,1576886.67,Metro Rail,211,17.904654473130226,0,Cloudy
2026-01-02,Friday,Yellow Line,80566,51.0,1586607.84,Metro Rail,380,18.938179925138428,0,Cloudy
2026-02-28,Saturday,Red Line,25132,29.6,788213.81,Metro Rail,307,18.543939708495426,0,Foggy
2026-02-06,Friday,Red Line,45013,52.8,836589.08,Metro Rail,279,17.72504523180978,0,Foggy
2026-01-10,Saturday,Yellow Line,45219,17.0,932189.35,Metro Rail,364,18.69902453686871,0,Clear
2026-01-05,Monday,Green Line,31271,36.3,865889.84,Metro Rail,318,17.842412036747902,0,Smoggy
2026-01-20,Tuesday,Green Line,31473,24.2,689256.97,Metro Rail,377,18.429213526929164,0,Cloudy
2026-02-16,Monday,Green Line,31714,18.8,1003861.91,Metro Rail,189,17.864137628514104,0,Clear
2026-01-16,Friday,Blue Line,67467,24.5,1824211.21,Metro Rail,333,18.31224862370502,0,Rainy
2026-01-28,Wednesday,Green Line,31535,24.1,692746.15,Metro Rail,324,18.685040986191087,0,Clear
2026-01-19,Monday,Red Line,44831,23.4,1059518.04,Metro Rail,191,18.040605982253265,0,Clear
2026-02-17,Tuesday,Green Line,31421,28.2,626837.19,Metro Rail,392,18.370915944612804,0,Foggy
2026-02-25,Wednesday,Violet Line,54130,21.6,1076243.02,Metro Rail,178,17.78266106572973,0,Cloudy
2026-02-03,Tuesday,Yellow Line,81012,50.7,2293736.47,Metro Rail,276,17.722765782996476,0,Clear
2026-01-10,Saturday,Green Line,17430,36.6,460956.01,Metro Rail,284,17.62542347040093,0,Smoggy
2026-01-12,Monday,Yellow Line,81883,36.9,2072915.43,Metro Rail,390,17.96460649678111,0,Foggy
2026-01-13,Tuesday,Green Line,31569,35.5,577861.46,Metro Rail,349,17.89326937090995,0,Rainy
2026-02-19,Thursday,Green Line,31509,23.3,815108.77,Metro Rail,290,18.424871021869393,0,Rainy
2026-01-18,Sunday,Red Line,14975,50.2,269998.03,Metro Rail,187,18.707838101314977,1,Clear
2026-02-22,Sunday,Violet Line,18106,16.8,513896.48,Metro Rail,303,18.035936511310563,1,Clear
2026-02-03,Tuesday,Red Line,44708,44.9,1145737.76,Metro Rail,316,18.074699423007836,0,Clear
2026-01-07,Wednesday,Green Line,31529,54.1,572414.23,Metro Rail,281,18.032155598628368,0,Clear
2026-01-22,Thursday,Red Line,44817,33.7,1052404.71,Metro Rail,373,18.742930236731407,0,Clear
2026-02-14,Saturday,Violet Line,29838,31.4,804292.91,Metro Rail,399,17.79384562614475,0,Clear
2026-01-25,Sunday,Red Line,15266,49.8,317533.99,Metro Rail,198,18.79184780312087,1,Foggy
2026-02-27,Friday,Violet Line,54330,50.2,1586362.88,Metro Rail,244,18.723685061363916,0,Foggy
2026-01-09,Friday,Red Line,44873,27.1,1215865.9,Metro Rail,244,18.519758586345862,0,Cloudy
2026-01-19,Monday,Green Line,31414,23.1,941951.31,Metro Rail,180,18.251584503211983,0,Foggy
2026-01-03,Saturday,Yellow Line,45207,23.2,1013858.31,Metro Rail,356,18.792278286031518,0,Clear
2026-01-14,Wednesday,Green Line,31635,43.3,938048.04,Metro Rail,372,17.68665890380101,0,Foggy
2026-01-24,Saturday,Yellow Line,44971,29.5,1044011.53,Metro Rail,248,18.13107704326469,0,Rainy
2026-01-13,Tuesday,Green Line,31400,30.9,666405.26,Metro Rail,196,18.505674513159747,0,Foggy
2026-02-15,Sunday,Red Line,14944,46.7,308636.9,Metro Rail,228,17.959916567118597,1,Cloudy
2026-02-24,Tuesday,Red Line,45027,35.9,1187683.52,Metro Rail,347,17.802294937222214,0,Cloudy
2026-02-28,Saturday,Blue Line,37873,46.9,900609.79,Metro Rail,323,17.51748940698923,0,Cloudy
2026-02-12,Thursday,Green Line,31327,49.6,973317.05,Metro Rail,222,18.83724206081433,0,Cloudy
2026-02-11,Wednesday,Yellow Line,81025,35.0,2076249.21,Metro Rail,378,18.01068301141339,0,Cloudy
2026-01-21,Wednesday,Green Line,31373,53.0,883395.54,Metro Rail,347,18.955917649173674,0,Foggy
2026-02-07,Saturday,Violet Line,29750,21.7,685192.35,Metro Rail,339,18.713629644397198,0,Clear
2026-02-17,Tuesday,Violet Line,53774,41.5,1060829.4,Metro Rail,153,17.987178646195073,0,Clear
2026-01-09,Friday,Yellow Line,81370,24.4,1748713.11,Metro Rail,343,17.765531112366755,0,Clear
2026-01-28,Wednesday,Violet Line,54284,53.6,1104268.67,Metro Rail,289,17.828611598724613,0,Foggy
2026-01-20,Tuesday,Yellow Line,81327,22.2,2595230.31,Metro Rail,375,18.81821681850751,0,Foggy
2026-01-27,Tuesday,Yellow Line,81140,54.3,2365321.98,Metro Rail,389,18.350320219512813,0,Clear
2026-02-28,Saturday,Blue Line,37386,29.3,739315.12,Metro Rail,155,17.91764849509283,0,Foggy
2026-01-04,Sunday,Green Line,10431,45.5,292220.62,Metro Rail,378,18.74326731850621,1,Clear
2026-02-19,Thursday,Violet Line,53714,39.5,1568995.95,Metro Rail,164,18.84060062147606,0,Clear
2026-02-28,Saturday,Violet Line,30004,51.6,748408.9,Metro Rail,274,18.747949593260568,0,Foggy
2026-01-01,Thursday,Violet Line,53914,22.8,1555750.73,Metro Rail,303,18.171045015086708,0,Clear
2026-01-05,Monday,Green Line,31507,52.8,846073.18,Metro Rail,180,17.96847818186676,0,Clear
2026-01-21,Wednesday,Red Line,45349,35.3,1031409.21,Metro Rail,323,18.03671412443077,0,Rainy
2026-02-25,Wednesday,Violet Line,54370,48.8,1465654.66,Metro Rail,294,18.760357443441585,0,Cloudy
2026-02-22,Sunday,Red Line,15057,30.7,435554.67,Metro Rail,224,18.039419930105055,1,Foggy
2026-01-20,Tuesday,Red Line,44651,35.0,1219490.29,Metro Rail,391,17.658839548378705,0,Foggy
2026-01-15,Thursday,Yellow Line,81315,39.5,1962495.12,Metro Rail,318,18.82037618097551,0,Clear
2026-01-03,Saturday,Red Line,25031,15.9,764339.28,Metro Rail,155,18.451618329977503,0,Foggy
2026-01-02,Friday,Yellow Line,80848,45.0,1913066.32,Metro Rail,359,18.606469012345386,0,Cloudy
2026-01-15,Thursday,Green Line,31580,35.0,782027.42,Metro Rail,315,18.925894261466354,0,Foggy
2026-01-22,Thursday,Red Line,45297,30.7,1331096.71,Metro Rail,369,18.35348318203816,0,Foggy
2026-02-10,Tuesday,Violet Line,53726,15.5,1002792.59,Metro Rail,301,18.45260827394688,0,Clear
2026-01-20,Tuesday,Yellow Line,81034,39.3,1661937.48,Metro Rail,277,18.87337098935638,0,Foggy
2026-02-17,Tuesday,Red Line,45251,25.0,1062388.85,Metro Rail,386,17.532083007347342,0,Foggy
2026-02-22,Sunday,Red Line,15125,20.3,302406.0,Metro Rail,208,18.55819347777822,1,Cloudy
2026-02-08,Sunday,Blue Line,22752,15.1,672069.1,Metro Rail,319,18.105713501691127,1,Cloudy
2026-01-18,Sunday,Blue Line,22248,34.1,520512.97,Metro Rail,150,18.39887845165113,1,Foggy
2026-02-28,Saturday,Red Line,25077,54.3,541864.23,Metro Rail,213,17.60627363854981,0,Cloudy
2026-02-09,Monday,Green Line,31553,51.4,626081.0,Metro Rail,179,18.75234551014717,0,Foggy
2026-01-23,Friday,Green Line,31295,36.7,823766.87,Metro Rail,247,18.51975949971643,0,Clear
2026-02-20,Friday,Yellow Line,81111,54.9,1472527.49,Metro Rail,325,18.377819099962526,0,Smoggy
2026-02-11,Wednesday,Red Line,45097,49.7,1006868.68,Metro Rail,175,18.19336338421172,0,Smoggy
2026-01-11,Sunday,Green Line,10525,38.0,330099.11,Metro Rail,348,18.628633124313076,1,Foggy
2026-02-04,Wednesday,Red Line,45247,25.8,879293.62,Metro Rail,223,18.858182995908155,0,Rainy
2026-01-10,Saturday,Yellow Line,45653,50.7,843238.43,Metro Rail,330,17.747992755835504,0,Foggy
2026-01-27,Tuesday,Yellow Line,81268,27.0,1535928.01,Metro Rail,300,18.796163344175845,0,Cloudy
2026-02-25,Wednesday,Red Line,44874,18.7,1343098.51,Metro Rail,257,18.659158127615513,0,Smoggy
2026-01-17,Saturday,Red Line,25132,27.8,642354.27,Metro Rail,311,18.34310493982511,0,Foggy
2026-02-26,Thursday,Yellow Line,26910,16.9,632148.52,Metro Rail,359,18.810942902085834,1,Foggy
2026-01-19,Monday,Red Line,45101,53.3,1276463.79,Metro Rail,229,18.27832676616668,0,Clear
2026-01-03,Saturday,Green Line,17697,35.5,371416.26,Metro Rail,238,18.710830047536124,0,Foggy
2026-02-18,Wednesday,Green Line,31814,30.4,771418.58,Metro Rail,179,17.585268199426693,0,Cloudy
2026-02-12,Thursday,Blue Line,67083,46.3,1891422.81,Metro Rail,288,18.85916419393616,0,Foggy
2026-01-18,Sunday,Yellow Line,27237,36.7,761470.59,Metro Rail,251,17.75732898081171,1,Foggy
2026-02-14,Saturday,Blue Line,37753,49.0,698049.5,Metro Rail,211,18.03030946636642,0,Foggy
2026-02-27,Friday,Red Line,44994,43.1,1205737.49,Metro Rail,291,17.7385796383226,0,Clear
